SPECIES_NR;LETTERCODE;ABBREVIAT;RANG;GRUPPE;GATT_NAME;FAMILY;Z_OEK_L;OEK_L;Z_OEK_T;OEK_T;Z_OEK_K;OEK_K;Z_OEK_F;OEK_F;WASSERREGI;Z_OEK_R;OEK_R;Z_OEK_N;OEK_N;Z_OEK_S;OEK_S;Z_OEK_TO;OEK_TO;Z_OEK_SU;OEK_SU;Z_OEK_SON;OEK_SON;Z_LF_LEB;LF_LEB;Z_LF_B;LF_B;WUCHS_1;WUCHS_2;WUCHS_3;Z_SZ_V_GR;SZ_VERH_GR;Z_SZ_V_K;SZ_VERH_K;Z_SZ_O;SZ_O;Z_SZ_V;SZ_V;Z_SZ_U;SZ_U;Arealforme;Vorkommen;HEMEROBIE;Gilde;Mahdvertra;Weidevertr;Trittvertr;Futterwert;FutterDamw;Waldart_D
358;AMRNBLI;Amaranthus blitoides;SPE;S;Amaranthus;Amaranthaceae;;9;;7;;6;;3;;x;0;;8;;0;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;p;;0;0;0;0;0;
360;AMRNCRI;Amaranthus crispus;SPE;S;Amaranthus;Amaranthaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;p;;0;0;0;0;0;
362;AMRNDEF;Amaranthus deflexus;SPE;S;Amaranthus;Amaranthaceae;;8;;9;;0;;4;;!;7;!;7;;0;;;;;;;;T;;S;;;;!;3;!;7;!;1;!;1;;0;;;p;;0;0;0;0;0;
364;AMRN#AG;Amaranthus hybridus agg.;AGG;S;Amaranthus;Amaranthaceae;;8;;8;;5;;4;;!;7;;7;;1;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;;;0;0;0;0;0;
365;AMRNCRU;Amaranthus cruentus;SPE;S;Amaranthus;Amaranthaceae;;8;;8;;5;;4;;!;7;;7;;1;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;;;0;0;0;0;0;
366;AMRNHYB;Amaranthus hybridus s. str.;SPE;S;Amaranthus;Amaranthaceae;;8;;8;;5;;4;;!;7;;7;;1;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;;;0;0;0;0;0;
368;AMRNPOW;Amaranthus powellii;SPE;S;Amaranthus;Amaranthaceae;;8;;7;!;5;;4;;!;8;!;6;;1;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;p;;0;0;0;0;0;
370;AMRNRET;Amaranthus retroflexus;SPE;S;Amaranthus;Amaranthaceae;;8;;7;;6;;4;;!;7;;7;!;1;;;;;;;;T;;S;;;;;3;;3;;0;;0;;0;;;cp;;0;0;0;0;0;
371;AMBRART;Ambrosia artemisiifolia;SPE;S;Ambrosia;Asteraceae;;9;!;7;;0;;4;;!;8;!;6;;0;;;;;;;;T;;S;;;;;3;;3;;3;;0;;0;;;cp;;0;0;0;0;0;
374;AMBRTRI;Ambrosia trifida;SPE;S;Ambrosia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;cp;;0;0;0;0;0;
375;AMLNLAM;Amelanchier lamarckii;SPE;S;Amelanchier;Rosaceae;!;6;;6;;2;;5;;;3;!;3;;0;;;;;;;;N;;S;;;;!;8;!;4;!;1;!;1;!;3;;;m;;0;0;0;0;0;S2.1
376;AMLN#S;Amelanchier ovalis s. l.;AGG;S;Amelanchier;Rosaceae;;7;;0;;4;;3;;x;0;;3;;0;;;;;;;;N;;S;;;;;8;;4;;4;;2;;0;;;om;;0;0;0;0;0;S2.1
377;AMLNSPI;Amelanchier spicata;SPE;S;Amelanchier;Rosaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;S2.1
380;AMMIMAJ;Ammi majus;SPE;S;Ammi;Apiaceae;;7;;8;;3;;4;~;;8;;7;;0;;;;;;;;T;;S;;;;!;3;!;3;!;3;!;1;;0;;;cp;;0;0;0;0;0;
384;AMMPARE;Ammophila arenaria;SPE;S;Ammophila;Poaceae;;9;;6;;3;;4;;;7;;5;;1;;;;;;;;G;;W;;;;;2;;9;;1;;1;;0;m-temp.c1-4litEUR;;;;0;0;0;0;0;
389;ORCHPYR;Anacamptis pyramidalis;SPE;S;Anacamptis;Orchidaceae;;8;;7;;2;;3;;;9;;2;;0;;;;;;;;G;;S;;;;;5;;3;;2;;2;;0;m/mo-temp.c1-4EUR;GE;om;K;3;4;3;2;0;
394;ANGLA-A;Anagallis arvensis subsp. arvensis;SSP;S;Anagallis;Primulaceae;;6;;6;;3;;5;;x;0;;6;;0;;;;;;;;T;;W;;;;;3;;4;;0;;0;;0;;;bc;;0;0;0;0;0;
396;ANGLFOE;Anagallis foemina;SPE;S;Anagallis;Primulaceae;;8;;7;;5;;4;;;9;;5;;0;;;;;;;;T;;W;;;;;3;;4;;1;;1;;0;m-temp.c1-6EUR-WAS;;bc;;0;0;0;0;0;
397;ANGLTEN;Anagallis tenella;SPE;S;Anagallis;Primulaceae;;8;;6;;1;;9;;x;0;!;2;;0;;;;;;;;H,C;;W;;;;;5;;4;;1;;4;;0;;;;;0;0;0;0;0;
399;ANRRBEL;Anarrhinum bellidifolium;SPE;S;Anarrhinum;Scrophulariaceae;;8;;7;;2;;4;;!;4;!;3;;0;;;;;;;;H;;S;;;;;4;;4;;6;;1;;0;;;;;0;0;0;0;0;
400;ANCH#S;Anchusa arvensis s. l.;AGG;S;Anchusa;Boraginaceae;;7;;6;;6;;4;;x;0;;4;;0;;;;;;;;T,H;;S;;;;;3;;3;;1;;2;;0;;;bc;;0;0;0;0;0;
401;ANCHARV;Anchusa arvensis subsp. arvensis;SSP;S;Anchusa;Boraginaceae;;7;;6;;6;;4;;x;0;;4;;0;;;;;;;;T,H;;S;;;;;3;;3;;1;;2;;0;;;;;0;0;0;0;0;
407;ANCHOFF;Anchusa officinalis;SPE;S;Anchusa;Boraginaceae;;9;;7;;5;;3;;;7;;5;;0;;;;;;;;H;;S;;;;;3;;5;;4;;0;;0;;;b;;0;0;0;0;0;
409;ANDRPOL;Andromeda polifolia;SPE;S;Andromeda;Ericaceae;;9;;4;;5;;9;;;1;;1;;0;;;;;;;;Z;;I;;;;;1;;8;;1;;0;;0;sm/mo-b.c2-6CIRCPOL;;o;;0;0;0;0;0;K2.2
417;ANDTCHA;Androsace chamaejasme;SPE;S;Androsace;Primulaceae;;9;;2;;6;!;5;;;9;;2;;0;;;;;;;;C;!;S;;;;;4;;7;;1;;1;;0;;;;;0;0;0;0;0;
418;ANDTELO;Androsace elongata;SPE;S;Androsace;Primulaceae;;9;;8;;7;;2;;;6;!;1;;0;;;;;;;;T;!;S;;;;;5;;2;;1;;4;;0;;;mbc;;0;0;0;0;0;
419;ANDTHAU;Androsace hausmannii;SPE;S;Androsace;Primulaceae;;9;;1;;4;;3;~;;9;!;2;;0;;;;;;;;C;;I;;;;;4;;2;;1;;1;;0;;;;;0;0;0;0;0;
420;ANDTHEL;Androsace helvetica;SPE;S;Androsace;Primulaceae;;9;;2;;4;x;0;;;8;;2;;0;;;;;;;;C;;I;;;;;4;;2;;1;;1;;0;;;;;0;0;0;0;0;
421;ANDTLAC;Androsace lactea;SPE;S;Androsace;Primulaceae;;8;;3;;4;;4;;;9;;3;;0;;;;;;;;H;;I;;;;;4;;2;;1;;0;;0;;;;;0;0;0;0;0;
422;ANDTMAX;Androsace maxima;SPE;S;Androsace;Primulaceae;;7;;8;!;7;;4;;;7;!;3;!;1;;;;;;;;H,T;!;S;;;;;3;;4;;1;;1;;0;;;b;;0;0;0;0;0;
423;ANDTOBT;Androsace obtusifolia;SPE;S;Androsace;Primulaceae;;8;;2;;4;;5;;;1;;1;;0;;;;;;;;C;;I;;;;;4;;6;;1;;1;;0;;;;;0;0;0;0;0;
425;ANDTSEP;Androsace septentrionalis;SPE;S;Androsace;Primulaceae;;8;!;7;;7;;2;;;5;;2;;0;;;;;;;;T;;S;;;;;5;;2;;0;;0;;0;;;mbc;;0;0;0;0;0;
434;ANMGNAR;Anemone narcissiflora;SPE;S;Anemone;Ranunculaceae;;8;;3;;2;;5;~;;7;;4;;0;;;;;;;;G;;S;;;;;4;;7;;1;;0;;0;;GE;;K;3;5;4;2;0;
435;ANMNNEM;Anemone nemorosa;SPE;S;Anemone;Ranunculaceae;;0;;0;;3;!;5;;x;0;x;0;;0;;;;;;;;G;;V;;;;;8;;4;;0;;0;;0;;W;om;K;5;7;6;1;2;K1.1
436;ANMNRAN;Anemone ranunculoides;SPE;S;Anemone;Ranunculaceae;;3;;6;;4;;6;;;8;;8;;0;;;;;;;;G;;V;;;;;8;;4;;3;;0;;0;;;om;;0;0;0;0;0;K1.1
437;ANMNSYL;Anemone sylvestris;SPE;S;Anemone;Ranunculaceae;;7;;7;;7;;3;;;7;;3;;0;;;;;;;;H;;S;;;;;6;;1;;1;;2;;0;;W;om;K;3;4;4;2;0;K2.2
439;ANTHGRA;Anethum graveolens;SPE;S;Anethum;Apiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;p;;0;0;0;0;0;
440;ANGRARC;Angelica archangelica;SPE;S;Angelica;Apiaceae;;7;;6;;5;;9;=;x;0;;9;;1;;;;;;;;H;;S;;;;!;3;!;5;!;2;!;2;;0;;N;mbc;K;2;2;1;3;0;
442;ANGRA-L;Angelica archangelica subsp. litoralis;SSP;S;Angelica;Apiaceae;;7;;6;;5;;9;=;x;0;;9;;1;;;;;;;;H;;S;;;;!;3;!;5;!;2;!;2;;0;;;;;0;0;0;0;0;
443;ANGRPAL;Angelica palustris;SPE;S;Angelica;Apiaceae;!;7;!;6;;6;;8;;x;0;y;0;;0;;;;;;;;H;;S;;;;;5;;4;;1;;5;;0;sm-temp.c4-6EUR-WSIB;;m;;0;0;0;0;0;
445;ANGRSYL;Angelica sylvestris;SPE;S;Angelica;Apiaceae;;7;;0;;4;;8;;x;0;!;4;;0;;;;;;;;H;;S;;;;;5;;4;;1;;0;;0;;GE;om;K;5;2;2;3;0;K2.1
447;ANTNCAR;Antennaria carpatica;SPE;S;Antennaria;Asteraceae;;8;;2;;0;;5;;;6;;2;;0;;;;;;;;H;;W;;;;;4;;8;;1;;1;;0;;;;;0;0;0;0;0;
448;ANTNDIO;Antennaria dioica;SPE;S;Antennaria;Asteraceae;;8;;0;;0;;4;;;3;;2;;0;;;;;;;;C;;I;;;;;5;;1;;1;;0;;0;sm-b.c1-7EURAS;GE;om;K;5;4;4;2;0;K2.2
450;ANTGARV;Anthemis arvensis;SPE;S;Anthemis;Asteraceae;;7;;6;;5;;4;;;6;;6;;0;;;;;;;;T;;W;;;;;3;;4;;0;;0;;0;;;c;;0;0;0;0;0;
451;ANTGAUS;Anthemis austriaca;SPE;S;Anthemis;Asteraceae;;8;;7;;6;;3;;;9;;5;;0;;;;;;;;T;;W;;;;;3;;0;;0;;0;;0;;;bcp;;0;0;0;0;0;
452;ANTGCOT;Anthemis cotula;SPE;S;Anthemis;Asteraceae;;7;;6;;3;;4;;x;0;;5;;0;;;;;;;;T;;W;;;;;3;;4;;0;;0;;0;;;p;;0;0;0;0;0;
456;ANTGRUT;Anthemis ruthenica;SPE;S;Anthemis;Asteraceae;;9;;7;;6;;3;;;7;!;4;;0;;;;;;;;T;!;S;;;;!;3;!;3;;0;;0;;0;;;p;;0;0;0;0;0;
459;ANTGTIN;Anthemis tinctoria;SPE;S;Anthemis;Asteraceae;;8;;6;;5;;3;;;6;;4;;0;;;;;;;;H;;S;;;;;3;;6;;1;;1;;0;;GE;omb;K;3;3;3;2;0;
461;ANTSLIL;Anthericum liliago;SPE;S;Anthericum;Anthericaceae;;7;;6;;4;;3;;;5;;2;;0;;;;;;;;H;;S;;;;!;6;!;1;!;1;!;2;;0;m/mo-temp.c2-3EUR;W;om;K;4;7;1;1;0;K2.1
462;ANTSRAM;Anthericum ramosum;SPE;S;Anthericum;Anthericaceae;;7;;5;;4;;3;;;7;;3;;0;;;;;;;;H;;S;;;;;6;;1;;1;;2;;0;sm-temp.c2-4EUR;W;om;K;3;7;1;1;0;K2.1
464;ANTONIP;Anthoxanthum alpinum;SPE;S;Anthoxanthum;Poaceae;!;7;;3;;0;!;6;;;2;;2;;0;;;;;;;!;T;!;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;K2.2
465;ANTOODO;Anthoxanthum odoratum s. str.;SPE;S;Anthoxanthum;Poaceae;;0;;0;;0;x;0;;;5;x;0;!;1;;;;;;;;T,H;;S;;;;;0;;0;;0;;0;;0;;GE;omb;G;7;5;5;4;0;K2.1
467;ANTACAU;Anthriscus caucalis;SPE;S;Anthriscus;Apiaceae;;8;!;6;;2;;5;;!;6;;6;;0;;;;;;;;T;;S;;;;;3;;3;;3;;1;;0;;;mb;;0;0;0;0;0;
468;ANTACER;Anthriscus cerefolium;SPE;S;Anthriscus;Apiaceae;;6;;7;;6;;5;;x;0;;8;;0;;;;;;;;T;;S;;;;;3;;5;;3;;2;;0;;;cp;;0;0;0;0;0;
472;ANTANIT;Anthriscus nitidus;SPE;S;Anthriscus;Apiaceae;;4;;4;;4;;6;;;8;;8;;0;;;;;;;;H;;S;;;;;8;;4;;3;;3;;0;;;om;;0;0;0;0;0;K1.1
473;ANTASYL;Anthriscus sylvestris;SPE;S;Anthriscus;Apiaceae;;7;;0;;5;;5;;x;0;;8;;0;;;;;;;;H;;S;;;;;5;;4;;2;;0;;0;;GW;mbcp;K;7;3;3;5;0;
477;ANTIVUL;Anthyllis vulneraria s. l.;SPE;S;Anthyllis;Fabaceae;;8;;6;;3;;3;;;7;;2;;0;;;;;;;;H;;S;;;;;5;;3;;2;;0;;0;;GE;om;Lk;4;4;4;6;0;K2.2
478;ANTIV-A;Anthyllis vulneraria subsp. alpestris;SSP;S;Anthyllis;Fabaceae;;8;;2;!;4;;4;;;8;;2;;0;;;;;;;;H;;S;;;;;4;;7;;1;;0;;0;;;;;0;0;0;0;0;K2.2
479;ANTIV-C;Anthyllis vulneraria subsp. carpatica;SSP;S;Anthyllis;Fabaceae;;8;;6;;3;;3;;;7;;2;;0;;;;;;;;H;;S;;;;;5;;3;;2;;0;;0;;;;;0;0;0;0;0;
481;ANTIV-M;Anthyllis vulneraria subsp. maritima;SSP;S;Anthyllis;Fabaceae;;8;;6;;3;;3;;;7;;2;;0;;;;;;;;H;;S;;;;;5;;3;;2;;0;;0;;;;;0;0;0;0;0;
482;ANTIV-P;Anthyllis vulneraria subsp. polyphylla;SSP;S;Anthyllis;Fabaceae;;8;;6;;3;;3;;;7;;2;;0;;;;;;;;H;;S;;;;;5;;3;;2;;0;;0;;;;;0;0;0;0;0;
485;ANTIV-V;Anthyllis vulneraria subsp. vulneraria;SSP;S;Anthyllis;Fabaceae;;8;;6;;3;;3;;;7;;2;;0;;;;;;;;H;;S;;;;;5;;3;;2;;0;;0;;;;;0;0;0;0;0;
490;ANTRMAJ;Antirrhinum majus;SPE;S;Antirrhinum;Scrophulariaceae;;7;;7;;2;!;5;;!;7;!;6;;0;;;;;;;;T;!;W;;;;;4;;4;;1;;1;;0;;;bcp;;0;0;0;0;0;
491;APERINT;Apera interrupta;SPE;S;Apera;Poaceae;;9;;7;;3;;2;;!;4;!;1;;0;;;;;;;;T;!;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
492;APERSPI;Apera spica-venti;SPE;S;Apera;Poaceae;;6;;6;;4;;6;;;5;x;0;;0;;;;;;;;T;;W;;;;;3;;4;;2;;0;;0;;;bcp;;0;0;0;0;0;
493;APHNARV;Aphanes arvensis;SPE;S;Aphanes;Rosaceae;;6;;6;;2;;6;;x;0;;5;;0;;;;;;;;T;;W;;;;;3;;4;;2;;1;;0;;;bc;;0;0;0;0;0;
494;APHNAUS;Aphanes inexspectata;SPE;S;Aphanes;Rosaceae;;7;;7;;2;;5;;;4;;4;;0;;;;;;;;T;;W;;;;;3;;4;;2;;2;;0;;;bc;;0;0;0;0;0;
497;APIMGRA;Apium graveolens;SPE;S;Apium;Apiaceae;;9;;6;;2;;8;;;7;!;8;;4;;;;;;;;H,A;;S;;;;!;3;!;8;!;1;!;1;;0;m.c1-8-temp.c1-3(lit)EUR-WAS, (N) austrCIRCPOL+NAM;;m;;0;0;0;0;0;
498;HLSCINU;Apium inundatum;SPE;S;Apium;Apiaceae;;7;;6;;2;;10;;x;0;;2;;0;;;;;;;;H,A;;S;;;;;1;;4;;1;;4;;0;austrAFR?+m-temp.c1-2EUR;;om;;0;0;0;0;0;
500;HLSCNOD;Apium nodiflorum;SPE;S;Apium;Apiaceae;;7;;8;;3;;10;;x;0;;6;;1;;;;;;;;H,A;;S;;;;;1;;5;;1;;3;;0;;;om;;0;0;0;0;0;
501;HLSCREP;Apium repens;SPE;S;Apium;Apiaceae;;9;;6;;3;;7;=;;7;!;7;;1;;;;;;;;H;;S;;;;;3;;8;;1;;1;;0;sm-temp.c1-3EUR;;om;;0;0;0;0;0;
502;APSRFOE;Aposeris foetida;SPE;S;Aposeris;Asteraceae;;4;;4;;4;;5;;;6;;5;;0;;;;;;;;H;;S;;;;;8;;4;;3;;0;;0;;;;;0;0;0;0;0;K1.1
508;AQLGATR;Aquilegia atrata;SPE;S;Aquilegia;Ranunculaceae;;6;;4;;4;;4;~;;8;;3;;0;;;;;;;;H;;S;;;;;7;;1;;1;;1;;0;;;;;0;0;0;0;0;K1.2
510;AQLGVUL;Aquilegia vulgaris s. str.;SPE;S;Aquilegia;Ranunculaceae;;6;;6;;4;;4;;;7;;4;;0;;;;;;;;H;;S;;;;;8;;4;;3;;0;;0;m/mo-stemp.c2-4EUR;W;ombc;K;4;7;3;1;0;K1.1
511;ARBDSUE;Arabidopsis suecica;SPE;S;Arabidopsis;Brassicaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;om;;0;0;0;0;0;
512;ARBDTHA;Arabidopsis thaliana;SPE;S;Arabidopsis;Brassicaceae;;6;;6;;3;;4;;;4;;4;;0;;;;;;;;T,H;;W;;;;;5;;2;;1;;0;;0;;GE;ombc;K;3;7;6;2;0;
514;ARBSALP;Arabis alpina s. str.;SPE;S;Arabis;Brassicaceae;;7;;3;;3;;5;;;9;;3;;0;;;;;;;;C;;I;;;;;4;;4;;1;;0;;0;;;o;;0;0;0;0;0;K2.1
516;ARBSAUR;Arabis auriculata;SPE;S;Arabis;Brassicaceae;;7;;7;!;6;;3;;!;7;!;3;;0;;;;;;;;T;;S;;;;;5;;2;;1;;2;;0;;;om;;0;0;0;0;0;
518;ARBSCAE;Arabis caerulea;SPE;S;Arabis;Brassicaceae;;8;;2;;4;;7;;;9;;4;;0;;;;;;;;C,H;;W;;;;;4;;5;;2;;1;;0;;;;;0;0;0;0;0;
519;ARBSCIL;Arabis ciliata;SPE;S;Arabis;Brassicaceae;;9;;2;;4;;5;;;9;;3;;0;;;;;;;;C;;W;;;;;4;;7;;1;;0;;0;;GE;;K;3;7;6;2;0;K2.2
520;TRRTGLA;Arabis glabra;SPE;S;Arabis;Brassicaceae;;6;;6;;2;;3;;;8;;5;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;;om;;0;0;0;0;0;K2.2
523;ARBSHIR;Arabis hirsuta;SPE;S;Arabis;Brassicaceae;;7;;5;;3;;4;~;;8;x;0;;0;;;;;;;;H,T;;S;;;;;5;;3;;2;;0;;0;;GE;om;K;3;4;4;3;0;K2.1
530;FORRALP;Arabis pauciflora;SPE;S;Arabis;Brassicaceae;;4;;7;;4;;3;;;8;;3;;0;;;;;;;;H;;S;;;;;8;;4;;2;;0;;0;;;o;;0;0;0;0;0;K1.1
540;ARBSS-S;Arabis soyeri subsp. subcoriacea;SSP;S;Arabis;Brassicaceae;;9;;2;;4;;9;=;;9;;2;;0;;;;;;;;C,H;;W;;;;;1;;6;;1;;2;;0;;;;;0;0;0;0;0;
541;PSDCTUR;Arabis turrita;SPE;S;Arabis;Brassicaceae;;6;;7;;4;;3;;;7;;3;;0;;;;;;;;H;;S;;;;;8;;4;;2;;0;;0;;;;;0;0;0;0;0;K1.2
546;ARCTLAP;Arctium lappa;SPE;S;Arctium;Asteraceae;;9;;6;;4;;5;;;7;;9;;0;;;;;;;;H;;S;;;;;3;;5;;1;;1;;0;;;mb;;0;0;0;0;0;K2.2
549;ARCTNEM;Arctium nemorosum;SPE;S;Arctium;Asteraceae;;6;;6;;2;;7;;;7;;9;;0;;;;;;;;H;;S;;;;;6;;2;;1;;2;;0;;;omb;;0;0;0;0;0;K1.2
551;ARCTTOM;Arctium tomentosum;SPE;S;Arctium;Asteraceae;;8;;5;;7;;5;;;8;;9;;0;;;;;;;;H;;S;;;;;3;;5;;1;;1;;0;;;mb;;0;0;0;0;0;
552;ARCSALP;Arctostaphylos alpinus;SPE;S;Arctostaphylos;Ericaceae;;7;;2;;5;;5;;x;0;;2;;0;;;;;;;;Z;;S;;;;;7;;3;;2;;1;;0;;;;;0;0;0;0;0;K2.2
553;ARCSUVA;Arctostaphylos uva-ursi;SPE;S;Arctostaphylos;Ericaceae;;6;;0;;5;;3;;x;0;;2;;0;;;;;;;;Z;;I;;;;;7;;2;;0;;0;;0;sm/mo-b.c2-7CIRCPOL;;o;;0;0;0;0;0;K2.1
554;ARMNAGR;Aremonia agrimonoides;SPE;S;Aremonia;Rosaceae;;4;;7;;4;;5;;;8;;6;;0;;;;;;;;H;;S;;;;;8;;4;;0;;0;;0;;;;;0;0;0;0;0;K1.2
563;ARNR#AG;Arenaria serpyllifolia agg.;AGG;S;Arenaria;Caryophyllaceae;;8;;0;;0;;4;;;7;x;0;;0;;;;;;;;T,C;;W;;;;;0;;0;;0;;0;;0;;;ombc;;0;0;0;0;0;
564;ARNRLEP;Arenaria leptoclados;SPE;S;Arenaria;Caryophyllaceae;;8;;0;;0;;4;;;7;x;0;;0;;;;;;;;T,C;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
570;ARSTCLE;Aristolochia clematitis;SPE;S;Aristolochia;Aristolochiaceae;;6;;7;;3;;4;~;;8;;8;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;;m;;0;0;0;0;0;K2.2
581;ARMRMAR;Armeria maritima s. l.;SPE;S;Armeria;Plumbaginaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;GE;;K;3;6;6;2;0;
584;ARMURUS;Armoracia rusticana;SPE;S;Armoracia;Brassicaceae;;8;;6;;3;;5;;x;0;;9;;0;;;;;;;;G;;S;;;;;3;;5;;1;;1;;0;;N;mb;K;2;7;1;2;0;
585;ARNCMON;Arnica montana;SPE;S;Arnica;Asteraceae;;9;;4;;4;;5;;;3;;2;;0;;;;;;;;H;;S;;;;;5;;1;;1;;0;;0;sm/mo-temp/demo.c2-4EUR;GE;om;K;4;4;4;2;0;K2.2
586;ARNSMIN;Arnoseris minima;SPE;S;Arnoseris;Asteraceae;;7;;6;;2;;4;;;3;;3;;0;;;;;;;;T;;S;;;;;3;;4;;2;;2;;0;m/mo-temp.c1-3EUR, (N) OAM;;bc;;0;0;0;0;0;
587;ARRHELA;Arrhenatherum elatius;SPE;S;Arrhenatherum;Poaceae;;8;;5;;3;x;0;;;7;;7;;0;;;;;;;;H;;S;;;;;5;;4;;2;;1;;0;;GE;mb;G;6;3;3;8;4;K2.2
588;ARTMABR;Artemisia abrotanum;SPE;S;Artemisia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;bcp;;0;0;0;0;0;
589;ARTMABS;Artemisia absinthium;SPE;S;Artemisia;Asteraceae;;9;;6;;7;;4;;;7;;8;;0;;;;;;;;C;;I;;;;;3;;5;;4;;1;;0;;;mb;;0;0;0;0;0;
591;ARTMANN;Artemisia annua;SPE;S;Artemisia;Asteraceae;;9;!;7;!;7;;4;;!;7;!;6;;0;;;;;;;;T;;S;;;;;3;;3;;3;;1;;0;;;cp;;0;0;0;0;0;
596;ARTMCAM;Artemisia campestris;SPE;S;Artemisia;Asteraceae;;9;;6;;5;;2;;;5;;2;;0;;;;;;;;C;;I;;;;;5;;2;;0;;0;;0;;;omb;;0;0;0;0;0;K2.2
598;ARTMDRA;Artemisia dracunculus;SPE;S;Artemisia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;bcp;;0;0;0;0;0;
605;ARTMMAR;Artemisia maritima;SPE;S;Artemisia;Asteraceae;;9;;6;;0;;5;=;x;0;;7;;5;;;;;;;;C,H;;I;;;;;2;;6;;1;;2;;0;m-temp.c1-4litEUR;;om;;0;0;0;0;0;
611;ARTMPON;Artemisia pontica;SPE;S;Artemisia;Asteraceae;;9;!;7;;6;;3;;!;7;;4;;0;;;;;;;;H;!;S;;;;;3;;6;;1;;0;;0;;;mb;;0;0;0;0;0;
612;ARTMRUP;Artemisia rupestris;SPE;S;Artemisia;Asteraceae;;9;;6;;8;!;7;;;8;!;3;!;3;;;;;;;;C;;I;;;;!;2;!;6;!;1;!;2;;0;;;mb;;0;0;0;0;0;
613;ARTMSCO;Artemisia scoparia;SPE;S;Artemisia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;bcp;;0;0;0;0;0;
614;ARTMSIV;Artemisia siversiana;SPE;S;Artemisia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;cp;;0;0;0;0;0;
615;ARTMTOU;Artemisia tournefortiana;SPE;S;Artemisia;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;cp;;0;0;0;0;0;
617;ARTMVER;Artemisia verlotiorum;SPE;S;Artemisia;Asteraceae;;9;;6;!;3;;6;;!;7;;8;;0;;;;;;;;H;!;S;;;;!;3;!;5;;0;;0;;0;;;cp;;0;0;0;0;0;
618;ARTMVUL;Artemisia vulgaris;SPE;S;Artemisia;Asteraceae;;7;;6;;0;;6;;x;0;;8;;0;;;;;;;;H,C;;S;;;;;3;;5;;0;;0;;0;;N;mbc;K;2;6;1;2;0;
622;ARUM#AG;Arum maculatum agg.;AGG;S;Arum;Araceae;;3;;6;;2;;7;;;7;;8;;0;;;;;;;;G;;V;;;;;8;;4;;3;;0;;0;;;om;;0;0;0;0;0;
625;ARUMMAC;Arum maculatum s. str.;SPE;S;Arum;Araceae;;3;;6;;2;;7;;;7;;8;;0;;;;;;;;G;;V;;;;;8;;4;;3;;0;;0;sm/mo-temp.c1-3EUR;;;;0;0;0;0;0;K1.1
627;ARNHDIO;Aruncus dioicus;SPE;S;Aruncus;Rosaceae;;4;;5;;4;;6;;x;0;;8;;0;;;;;;;;H;;S;;;;;8;;4;;3;;0;;0;;;om;;0;0;0;0;0;K1.1
631;ASRMEUR;Asarum europaeum;SPE;S;Asarum;Aristolochiaceae;;3;;6;;5;;5;;;7;;6;;0;;;;;;;;H,G;;I;;;;;8;;4;;3;;0;;0;;;om;;0;0;0;0;0;K1.1
632;ASCASYR;Asclepias syriaca;SPE;S;Asclepias;Asclepiadaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;p;;0;0;0;0;0;
638;ASPIPRO;Asperugo procumbens;SPE;S;Asperugo;Boraginaceae;;7;;6;;6;;4;;;8;!;9;;0;;;;;;;;T;;S;;;;;3;;3;;3;;1;;0;m-b.c1-6EUR-WAS, (N) sm-bAM;;bc;;0;0;0;0;0;
