name,8,13,14,23,26,34,38,39,47,49,50,51,52,54,57,67,68,71,73,74,83,89,92,94,96,105,109,110,115,120,123,133,137,139,144,149,156,157,161,162,169,182,183,194,198,201,223,231,237,244,247,254,262,266,269,270,281,291,305,314,315,317,324,325,333,340,341,343,346,356,359,373,377,378,389,393,395,397
Melica nutans,0.5,0.5,0.5,0,0,0,3,0.5,0.5,0.5,3,3,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,3,10,0,0.5,3,0.5,0,0,0,0,0,0,0,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,3,0.5,3,0,0,0.5,0,10,0.5,3,0.5
Mercurialis perennis,0,3,0,0,3,0,3,3,0,3,0.5,0.5,10,10,3,0,0.5,3,0,3,10,0,3,0.5,0,0.5,3,0.5,3,10,0.5,10,3,0.5,0.5,3,0,0,3,0,0,3,10,0,3,37.5,0,0,0,0,0,3,0,3,0,0,0,0.5,0,3,3,37.5,0,37.5,0,0.5,3,3,3,37.5,3,37.5,0.5,3,0.5,10,3,10
Mycelis muralis,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,3,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0
Neottia nidus-avis,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0
Oxalis acetosella,0,0,0.5,0.5,3,3,3,0,0.5,3,10,0.5,3,3,10,0,0.5,3,3,3,3,3,3,0.5,3,0.5,0.5,10,0.5,10,3,3,3,0.5,0.5,3,10,3,10,10,10,10,10,10,37.5,10,10,10,3,10,10,3,10,10,10,10,10,10,10,3,0.5,10,10,10,10,3,0.5,0.5,0,0,10,10,3,3,0.5,3,0.5,3
Paris quadrifolia,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0
Petasites albus,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0.5,0.5,3,0,0,0,0,0,0,0,10,0,0,0.5,0,10,0.5,0,0,3,10,0,0,0,0,0,0,3,10,0,0,3,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,3,37.5,37.5,10,0,0,0,0,0,0.5,0,0,0,0,0.5,0,3
Phyteuma orbiculare,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Phyteuma spicatum,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,3,3,0.5,3,0.5,0,0.5,0,3,0,0,0.5,0,0,0,0,0.5,0,3,3,0.5,0,0.5,0.5,3,0.5,0,0,0,0,0.5,0,0,0.5,0,3,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5
Picea abies,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,10,0.5,0.5,0.5,3,0.5,0.5,0,3,0.5,0.5,0.5,0.5,0.5,3,3,0,10,3,0,0,0.5,3,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0.5,3,0.5,0.5,3,0.5,0,0.5,0,3,0,0.5,0,0.5,0,0.5,0,0,0.5,0.5,3,0.5
Pimpinella major ssp. rubra,0.5,0.5,0,0.5,0.5,3,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0
Polygala chamaebuxus,3,3,0,10,0,3,0,3,0,0,0,0.5,0,0,0,3,0.5,0.5,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,3,0,0,0
Polystichum lobatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,3,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0
Polygonatum verticillatum,0.5,0,0,0,0,0.5,0.5,0,0,3,0.5,0,3,0.5,0.5,0,0.5,0,0,3,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,0,3,0,0,0,0,0.5,0,0.5,0,0,3,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,3,0,3,0.5,3,0.5,0.5,0,0.5
Potentilla erecta,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,3,0,3,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Prenanthes purpurea,0,0,0,0,3,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,3,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,3,0,0.5,3,0,3,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0,3,0.5,0.5
Primula elatior,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,3,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,3,3,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0
Ranunculus lanuginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,3,0,0,0,3,0.5,0,0,0,0,0,0.5,3,3,0,0,0.5,0,0,0,0,0,0.5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Ranunculus montanus s.str.,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,3,0.5,0,3,0,0.5,0.5,0.5,0,3,3,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
Ranunculus nemorosus,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,3,0,0.5,0,0,0,0,3,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5,0,0,0.5
Rosa pendulina,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,3,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Rubus fruticosus agg.,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,10,10,10,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0
Rubus idaeus,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,3,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,3,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Rubus saxatilis,0,0.5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0.5,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5
Salvia glutinosa,0,0,0,0,0.5,0.5,0.5,0.5,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.5,3,10,0,3,0,0,0.5,3,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.5
Sanicula europaea,0.5,0,0.5,0.5,0,0,3,0.5,3,3,0.5,0,3,3,0.5,0,0,0.5,0.5,0.5,10,0,0.5,0.5,0,0,0,10,3,3,0.5,0,3,10,0.5,3,3,3,3,0,0.5,0.5,3,0,3,10,0,0.5,0,0,0,0,0.5,3,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,3,3,3,0,3,0.5,0,0.5,0,0,0.5,0,3
Saxifraga rotundifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Senecio fuchsii,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0.5,0,3,0,0,0,0.5,0,3,3,0.5,0,0.5,0,0.5,0,10,3,0.5,3,0.5,0.5,0,0,0.5,0,3,0.5,0,3,0.5,0,0.5,0.5,3,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0
Sesleria varia,10,10,3,37.5,0.5,10,0,0.5,0,0,0,3,0.5,0,0,3,3,0.5,0,0,0,3,0,3,0.5,10,10,0,3,0,3,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0.5,0.5,0,0,10,0,10,0,3,10
Solidago virgaurea,0,0,0,0,0.5,0,0.5,3,0,0,0,0,3,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,3,0.5,0,0.5,0.5,3,0.5,0,0.5,0.5,3,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5
Sorbus aria,0.5,3,0,0,3,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,3,0.5,3,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,3,0,0,0,0,0,0,0.5,0
Sorbus aucuparia,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,3,0.5,0,3,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5
Stellaria nemorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0.5,37.5,10,0,3,0.5,0.5,0,0,0,0.5,0,3,0,0,10,10,0,0,0.5,37.5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelypteris limbosperma,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0.5,0,0,0,10,3,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0.5,3,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Thelypteris phegopteris,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tussilago farfara,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,10,0,0,0,0.5,0,0,0,3,0,3,0,0.5,3,0.5,0.5,0.5,3,0,0,0,0,0.5,0,0,3,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5
Ulmus glabra,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0.5,0,0.5,0,0,0,0,0,0
Vaccinium myrtillus,0.5,0,0.5,3,3,0.5,3,0.5,3,3,0.5,0,10,0.5,0.5,0,3,3,10,0,3,3,10,3,0.5,10,3,0,3,0.5,3,0.5,0,0,0.5,3,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0.5,3,3,0,0.5,0,0.5,0,0.5,0,3,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,3,3
Valeriana montana,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,3,0.5,0.5,0.5,0,0.5,0,0,0,0.5,3,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,3,0,0,0
Valeriana tripteris,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Veronica montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica officinalis,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,3,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0
Veronica urticifolia,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,3,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
Viola biflora,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,3,10,3,0,3,0,3,0,0,0,10,3,0,0.5,3,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0.5,0,0.5,3
Viola reichenbachiana,0.5,0,0,0,0.5,3,0.5,0.5,3,0.5,0.5,0.5,0.5,3,0.5,0.5,0,0.5,0,0.5,3,0,0,0,0,0,0,0.5,0.5,0.5,0,0,3,0,0,0.5,0.5,0.5,3,0.5,0.5,0,0.5,0.5,0.5,3,0,0,0.5,0,0,0.5,0.5,3,0.5,0,0,0,0,0,0,3,0,3,0,0.5,0.5,3,0,0.5,0.5,3,0.5,0.5,0,0,0,3
