"sla" "height" "sm" "log_sla" "log_height" "log_sm"
"Herminium monorchis" NA 0.1 NA NA -2.30258509299405 NA
"Lindernia dubia" NA 0.1 NA NA -2.30258509299405 NA
"Marsilea quadrifolia" NA 0.1 NA NA -2.30258509299405 NA
"Moehringia muscosa" NA 0.1 NA NA -2.30258509299405 NA
"Polycnemum verrucosum" NA 0.1 NA NA -2.30258509299405 NA
"Schoenoplectus supinus" NA 0.1 NA NA -2.30258509299405 NA
"Sclerochloa dura" NA 0.1 NA NA -2.30258509299405 NA
"Woodsia alpina" NA 0.1 NA NA -2.30258509299405 NA
"Filago gallica" NA 0.105 0.021265 NA -2.25379492882461 -3.85069275027654
"Arabis ciliata" NA 0.105 0.287 NA -2.25379492882461 -1.24827306322252
"Dactylorhiza traunsteineri" NA 0.11 NA NA -2.20727491318972 NA
"Polygonum arenastrum" NA 0.1125 1.33032 NA -2.18480205733766 0.285419514797522
"Saxifraga hirculus" NA 0.113333333 0.0925 NA -2.17742195298122 -2.38054663446376
"Achillea atrata" NA 0.115 0.32 NA -2.16282315061889 -1.13943428318836
"Silene conica" NA 0.115 0.32424 NA -2.16282315061889 -1.12627129666208
"Achillea clavennae" NA 0.115 0.494 NA -2.16282315061889 -0.705219761794215
"Muscari neglectum" NA 0.115 3.20624 NA -2.16282315061889 1.1650989110237
"Gagea minima" NA 0.115 NA NA -2.16282315061889 NA
"Utricularia minor" NA 0.115 NA NA -2.16282315061889 NA
"Viola epipsila" NA 0.115 NA NA -2.16282315061889 NA
"Gypsophila muralis" NA 0.12 0.0312 NA -2.12026353620009 -3.4673371841667
"Orobanche alba" NA 0.1225 0.004 NA -2.09964424899736 -5.52146091786225
"Prunella laciniata" NA 0.123333333 1.185426667 NA -2.09286456471468 0.170102766322378
"Leontopodium alpinum" NA 0.125 0.119 NA -2.07944154167984 -2.12863178587061
"Chenopodium botryodes" NA 0.125 0.178 NA -2.07944154167984 -1.72597172869005
"Moehringia ciliata" NA 0.125 0.4 NA -2.07944154167984 -0.916290731874155
"Viola pumila" NA 0.125 1.096333333 NA -2.07944154167984 0.0919712782347665
"Seseli hippomarathrum" NA 0.125 1.52 NA -2.07944154167984 0.418710334858185
"Athamanta cretensis" NA 0.125 2.117 NA -2.07944154167984 0.749999992152728
"Alchemilla fissa" NA 0.125 NA NA -2.07944154167984 NA
"Asplenium adulterinum" NA 0.125 NA NA -2.07944154167984 NA
"Asplenium fontanum" NA 0.125 NA NA -2.07944154167984 NA
"Bromus brachystachys" NA 0.125 NA NA -2.07944154167984 NA
"Campanula alpina" NA 0.125 NA NA -2.07944154167984 NA
"Crepis jacquinii" NA 0.125 NA NA -2.07944154167984 NA
"Festuca heteropachys" NA 0.125 NA NA -2.07944154167984 NA
"Festuca puccinellii" NA 0.125 NA NA -2.07944154167984 NA
"Gagea villosa" NA 0.125 NA NA -2.07944154167984 NA
"Gentianella aspera" NA 0.125 NA NA -2.07944154167984 NA
"Ranunculus montanus" NA 0.125 NA NA -2.07944154167984 NA
"Rhamnus pumila" NA 0.125 NA NA -2.07944154167984 NA
"Saussurea pygmaea" NA 0.125 NA NA -2.07944154167984 NA
"Spiranthes aestivalis" NA 0.125 NA NA -2.07944154167984 NA
"Gentiana utriculosa" NA 0.13 0.06525 NA -2.04022082852655 -2.72952923277933
"Viola suavis" NA 0.13 NA NA -2.04022082852655 NA
"Tuberaria guttata" NA 0.133333333 0.11 NA -2.01490302304226 -2.20727491318972
"Monotropa hypopitys" NA 0.135 0.003 NA -2.00248050054371 -5.80914299031403
"Lathraea squamaria" NA 0.135 0.66685 NA -2.00248050054371 -0.405190145913733
"Carex ericetorum" NA 0.135 0.8 NA -2.00248050054371 -0.22314355131421
"Crepis alpestris" NA 0.135 0.826 NA -2.00248050054371 -0.191160505461159
"Utricularia intermedia" NA 0.1375 NA NA -1.98413136187551 NA
"Phleum paniculatum" NA 0.14 0.125 NA -1.96611285637283 -2.07944154167984
"Tolpis staticifolia" NA 0.14 0.1295 NA -1.96611285637283 -2.04407439784254
"Potentilla caulescens" NA 0.14 0.13 NA -1.96611285637283 -2.04022082852655
"Erigeron alpinus" NA 0.14 0.23 NA -1.96611285637283 -1.46967597005894
"Gagea pratensis" NA 0.14 NA NA -1.96611285637283 NA
"Luzula luzulina" NA 0.14 NA NA -1.96611285637283 NA
"Pulmonaria collina" NA 0.14 NA NA -1.96611285637283 NA
"Hieracium intybaceum" NA 0.145 0.714 NA -1.93102153656156 -0.336872316642553
"Lobularia maritima" NA 0.146666667 0.224050633 NA -1.91959283846521 -1.49588321249176
"Iberis amara" NA 0.146666667 1.8844 NA -1.91959283846521 0.633609467843749
"Stellaria longifolia" NA 0.15 0.086 NA -1.89711998488588 -2.45340798272863
"Epilobium alsinifolium" NA 0.15 0.092463207 NA -1.89711998488588 -2.38094447575427
"Deschampsia media" NA 0.15 0.231 NA -1.89711998488588 -1.46533756846034
"Senecio doronicum" NA 0.15 0.28 NA -1.89711998488588 -1.27296567581289
"Erigeron gaudinii" NA 0.15 0.332 NA -1.89711998488588 -1.10262031006565
"Hieracium bupleuroides" NA 0.15 0.699 NA -1.89711998488588 -0.358104536748327
"Crepis foetida" NA 0.15 0.718828571 NA -1.89711998488588 -0.330132376671241
"Hieracium villosum" NA 0.15 0.73 NA -1.89711998488588 -0.3147107448397
"Trifolium badium" NA 0.15 0.883 NA -1.89711998488588 -0.124430078378177
"Carex sempervirens" NA 0.15 0.95 NA -1.89711998488588 -0.0512932943875506
"Armeria maritima" NA 0.15 1.099363636 NA -1.89711998488588 0.0947314996739981
"Linum leonii" NA 0.15 1.288 NA -1.89711998488588 0.253090627682162
"Luzula forsteri" NA 0.15 1.3132 NA -1.89711998488588 0.2724669066453
"Biscutella laevigata" NA 0.15 3.610171429 NA -1.89711998488588 1.28375525847492
"Agrostis schleicheri" NA 0.15 NA NA -1.89711998488588 NA
"Arabis soyeri" NA 0.15 NA NA -1.89711998488588 NA
"Astragalus australis" NA 0.15 NA NA -1.89711998488588 NA
"Botrychium matricariifolium" NA 0.15 NA NA -1.89711998488588 NA
"Corydalis intermedia" NA 0.15 NA NA -1.89711998488588 NA
"Corydalis pumila" NA 0.15 NA NA -1.89711998488588 NA
"Eragrostis cilianensis" NA 0.15 NA NA -1.89711998488588 NA
"Erysimum repandum" NA 0.15 NA NA -1.89711998488588 NA
"Gentianella bohemica" NA 0.15 NA NA -1.89711998488588 NA
"Hieracium caesium" NA 0.15 NA NA -1.89711998488588 NA
"Luzula glabrata" NA 0.15 NA NA -1.89711998488588 NA
"Orchis tridentata" NA 0.15 NA NA -1.89711998488588 NA
"Pedicularis verticillata" NA 0.15 NA NA -1.89711998488588 NA
"Polycnemum majus" NA 0.15 NA NA -1.89711998488588 NA
"Reseda odorata" NA 0.15 NA NA -1.89711998488588 NA
"Salix serpillifolia" NA 0.15 NA NA -1.89711998488588 NA
"Saussurea discolor" NA 0.15 NA NA -1.89711998488588 NA
"Sisymbrium supinum" NA 0.15 NA NA -1.89711998488588 NA
"Veronica dillenii" NA 0.15 NA NA -1.89711998488588 NA
"Woodsia ilvensis" NA 0.15 NA NA -1.89711998488588 NA
"Valerianella eriocarpa" NA 0.156666667 0.67 NA -1.85363487081848 -0.400477566597125
"Trifolium scabrum" NA 0.1575 0.6078325 NA -1.84832982071645 -0.497855928392306
"Lamium confertum" NA 0.158333333 NA NA -1.84305276572087 NA
"Sedum ochroleucum" NA 0.16 0.015 NA -1.83258146374831 -4.19970507787993
"Micropyrum tenellum" NA 0.16 0.54636 NA -1.83258146374831 -0.604477179847446
"Iris variegata" NA 0.16 35.7 NA -1.83258146374831 3.57515068878559
"Campanula scheuchzeri" NA 0.165 0.123333333 NA -1.80180980508156 -2.09286456471468
"Soldanella montana" NA 0.165 0.568 NA -1.80180980508156 -0.565633860260986
"Carex mucronata" NA 0.165 0.83 NA -1.80180980508156 -0.186329578191493
"Tragus racemosus" NA 0.165 1.857 NA -1.80180980508156 0.618962282370569
"Hypochaeris uniflora" NA 0.165 2.749 NA -1.80180980508156 1.01123720918311
"Polycarpon tetraphyllum" NA 0.1675 0.0315825 NA -1.78677192771702 -3.45515210926008
"Alchemilla versipila" NA 0.17 NA NA -1.77195684193188 NA
"Jasione laevis" NA 0.175 0.061333333 NA -1.74296930505862 -2.79143181547604
"Eleocharis ovata" NA 0.175 0.123666667 NA -1.74296930505862 -2.09016550234739
"Veronica fruticulosa" NA 0.175 0.245 NA -1.74296930505862 -1.40649706843741
"Trifolium retusum" NA 0.175 0.275 NA -1.74296930505862 -1.29098418131557
"Gypsophila fastigiata" NA 0.175 0.439 NA -1.74296930505862 -0.823255865906966
"Alyssum saxatile" NA 0.175 0.6 NA -1.74296930505862 -0.510825623765991
"Stachys annua" NA 0.175 0.977 NA -1.74296930505862 -0.0232686269393543
"Cardamine trifolia" NA 0.175 1.643 NA -1.74296930505862 0.496523839055131
"Astrantia bavarica" NA 0.175 1.672 NA -1.74296930505862 0.51402051466251
"Geranium rotundifolium" NA 0.175 1.70568 NA -1.74296930505862 0.533963858204612
"Scabiosa lucida" NA 0.175 1.91 NA -1.74296930505862 0.647103242058538
"Saponaria ocymoides" NA 0.175 2.0715 NA -1.74296930505862 0.728272982535319
"Thesium alpinum" NA 0.175 3.9 NA -1.74296930505862 1.3609765531356
"Scorzonera austriaca" NA 0.175 6.316666667 NA -1.74296930505862 1.8431916429131
"Adonis annua" NA 0.175 11.6 NA -1.74296930505862 2.45100509811232
"Caucalis platycarpos" NA 0.175 19.58666667 NA -1.74296930505862 2.97484906280775
"Acinos alpinus" NA 0.175 NA NA -1.74296930505862 NA
"Armeria arenaria" NA 0.175 NA NA -1.74296930505862 NA
"Asplenium fissum" NA 0.175 NA NA -1.74296930505862 NA
"Bassia hirsuta" NA 0.175 NA NA -1.74296930505862 NA
"Botrychium multifidum" NA 0.175 NA NA -1.74296930505862 NA
"Carex obtusata" NA 0.175 NA NA -1.74296930505862 NA
"Cortusa matthioli" NA 0.175 NA NA -1.74296930505862 NA
"Dianthus plumarius" NA 0.175 NA NA -1.74296930505862 NA
"Eriophorum scheuchzeri" NA 0.175 NA NA -1.74296930505862 NA
"Eruca sativa" NA 0.175 NA NA -1.74296930505862 NA
"Fragaria moschata" NA 0.175 NA NA -1.74296930505862 NA
"Heracleum austriacum" NA 0.175 NA NA -1.74296930505862 NA
"Juncus jacquinii" NA 0.175 NA NA -1.74296930505862 NA
"Juncus stygius" NA 0.175 NA NA -1.74296930505862 NA
"Pedicularis elongata" NA 0.175 NA NA -1.74296930505862 NA
"Phleum rhaeticum" NA 0.175 NA NA -1.74296930505862 NA
"Polycnemum arvense" NA 0.175 NA NA -1.74296930505862 NA
"Pulmonaria angustifolia" NA 0.175 NA NA -1.74296930505862 NA
"Salix alpina" NA 0.175 NA NA -1.74296930505862 NA
"Salix breviserrata" NA 0.175 NA NA -1.74296930505862 NA
"Veronica opaca" NA 0.175 NA NA -1.74296930505862 NA
"Linaria arvensis" NA 0.185 NA NA -1.68739945390381 NA
"Orchis coriophora" NA 0.185 NA NA -1.68739945390381 NA
"Arabis auriculata" NA 0.19 0.023 NA -1.66073120682165 -3.77226106305299
"Phyteuma betonicifolium" NA 0.19 0.045 NA -1.66073120682165 -3.10109278921182
"Campanula thyrsoides" NA 0.19 0.05 NA -1.66073120682165 -2.99573227355399
"Campanula baumgartenii" NA 0.19 0.078 NA -1.66073120682165 -2.55104645229255
"Carex bohemica" NA 0.19 0.2195 NA -1.66073120682165 -1.51640304646691
"Bothriochloa ischaemum" NA 0.19 0.285 NA -1.66073120682165 -1.25526609871349
"Epipactis purpurata" NA 0.19 NA NA -1.66073120682165 NA
"Gentianella lutescens" NA 0.19 NA NA -1.66073120682165 NA
"Parentucellia viscosa" NA 0.2 0.01768 NA -1.6094379124341 -4.03532122177264
"Potentilla thuringiaca" NA 0.2 0.145 NA -1.6094379124341 -1.93102153656156
"Thymus pannonicus" NA 0.2 0.15 NA -1.6094379124341 -1.89711998488588
"Petrorhagia saxifraga" NA 0.2 0.16 NA -1.6094379124341 -1.83258146374831
"Apium repens" NA 0.2 0.235142857 NA -1.6094379124341 -1.44756204740797
"Festuca valesiaca" NA 0.2 0.86 NA -1.6094379124341 -0.150822889734584
"Hieracium glaucum" NA 0.2 0.9 NA -1.6094379124341 -0.105360515657826
"Carex secalina" NA 0.2 0.9925 NA -1.6094379124341 -0.00752826642079152
"Oxytropis pilosa" NA 0.2 1.23 NA -1.6094379124341 0.207014169384326
"Cruciata glabra" NA 0.2 1.43 NA -1.6094379124341 0.357674444271816
"Rumex scutatus" NA 0.2 1.58 NA -1.6094379124341 0.457424847038875
"Thymelaea passerina" NA 0.2 1.94 NA -1.6094379124341 0.662687973075237
"Rubus pedemontanus" NA 0.2 2.415 NA -1.6094379124341 0.881699287104536
"Althaea hirsuta" NA 0.2 2.451371429 NA -1.6094379124341 0.896647634884339
"Crepis conyzifolia" NA 0.2 2.641 NA -1.6094379124341 0.971157633314995
"Carex hordeistichos" NA 0.2 5.947 NA -1.6094379124341 1.78288689072446
"Bunias erucago" NA 0.2 33.34 NA -1.6094379124341 3.50675787732265
"Astragalus arenarius" NA 0.2 NA NA -1.6094379124341 NA
"Astragalus onobrychis" NA 0.2 NA NA -1.6094379124341 NA
"Carex brachystachys" NA 0.2 NA NA -1.6094379124341 NA
"Festuca patzkei" NA 0.2 NA NA -1.6094379124341 NA
"Fumaria schleicheri" NA 0.2 NA NA -1.6094379124341 NA
"Heliotropium europaeum" NA 0.2 NA NA -1.6094379124341 NA
"Omphalodes scorpioides" NA 0.2 NA NA -1.6094379124341 NA
"Orchis pallens" NA 0.2 NA NA -1.6094379124341 NA
"Potentilla leucopolitana" NA 0.2 NA NA -1.6094379124341 NA
"Potentilla rhenana" NA 0.2 NA NA -1.6094379124341 NA
"Potentilla thyrsiflora" NA 0.2 NA NA -1.6094379124341 NA
"Rorippa pyrenaica" NA 0.2 NA NA -1.6094379124341 NA
"Rubus guentheri" NA 0.2 NA NA -1.6094379124341 NA
"Rubus pallidus" NA 0.2 NA NA -1.6094379124341 NA
"Rubus scaber" NA 0.2 NA NA -1.6094379124341 NA
"Rubus schleicheri" NA 0.2 NA NA -1.6094379124341 NA
"Rubus tereticaulis" NA 0.2 NA NA -1.6094379124341 NA
"Salix retusa" NA 0.2 NA NA -1.6094379124341 NA
"Thesium ebracteatum" NA 0.2 NA NA -1.6094379124341 NA
"Lepidium heterophyllum" NA 0.203333333 1.426174 NA -1.59290861212223 0.354995334183658
"Gentianella ciliata" NA 0.21 0.127 NA -1.56064774826467 -2.06356819252355
"Artemisia laciniata" NA 0.21 0.259 NA -1.56064774826467 -1.3509272172826
"Orobanche caryophyllacea" NA 0.2125 0.008075 NA -1.54881329061767 -4.81898240987342
"Artemisia rupestris" NA 0.215 0.0418 NA -1.53711725085447 -3.17485893945143
"Pulmonaria montana" NA 0.215 NA NA -1.53711725085447 NA
"Orobanche hederae" NA 0.225 0.006 NA -1.49165487677772 -5.11599580975408
"Orobanche purpurea" NA 0.225 0.0092996 NA -1.49165487677772 -4.6777838905006
"Sisymbrium irio" NA 0.225 0.093733333 NA -1.49165487677772 -2.36730141126992
"Hypericum elegans" NA 0.225 0.097 NA -1.49165487677772 -2.33304430047875
"Erica carnea" NA 0.225 0.16 NA -1.49165487677772 -1.83258146374831
"Achillea setacea" NA 0.225 0.17 NA -1.49165487677772 -1.77195684193188
"Myosotis sparsiflora" NA 0.225 0.249 NA -1.49165487677772 -1.39030238251743
"Festuca filiformis" NA 0.225 0.309866667 NA -1.49165487677772 -1.17161318047687
"Chenopodium vulvaria" NA 0.225 0.509714286 NA -1.49165487677772 -0.673904933777012
"Dianthus arenarius" NA 0.225 0.532 NA -1.49165487677772 -0.631111789640493
"Crepis mollis" NA 0.225 0.629845455 NA -1.49165487677772 -0.462280799213671
"Festuca polesica" NA 0.225 0.723 NA -1.49165487677772 -0.324346056823372
"Betonica alopecuros" NA 0.225 1.2066 NA -1.49165487677772 0.187806487024524
"Allium suaveolens" NA 0.225 1.674 NA -1.49165487677772 0.515215972067284
"Geranium purpureum" NA 0.225 1.86956 NA -1.49165487677772 0.625703109062844
"Dorycnium herbaceum" NA 0.225 2.091 NA -1.49165487677772 0.737642420446497
"Allium angulosum" NA 0.225 2.114 NA -1.49165487677772 0.748581887448046
"Pulsatilla patens" NA 0.225 2.621 NA -1.49165487677772 0.963555924341269
"Dorycnium germanicum" NA 0.225 2.8 NA -1.49165487677772 1.02961941718116
"Hedysarum hedysaroides" NA 0.225 6.10875 NA -1.49165487677772 1.80972216960223
"Asperula arvensis" NA 0.225 7.233 NA -1.49165487677772 1.97865388786714
"Anemone narcissiflora" NA 0.225 8.293713921 NA -1.49165487677772 2.11549786894574
"Helleborus niger" NA 0.225 8.59 NA -1.49165487677772 2.15059873599616
"Iris graminea" NA 0.225 25.00632 NA -1.49165487677772 3.21912859291966
"Crepis setosa" NA 0.225 NA NA -1.49165487677772 NA
"Danthonia alpina" NA 0.225 NA NA -1.49165487677772 NA
"Daphne striata" NA 0.225 NA NA -1.49165487677772 NA
"Festuca norica" NA 0.225 NA NA -1.49165487677772 NA
"Festuca pulchella" NA 0.225 NA NA -1.49165487677772 NA
"Hieracium fuscocinereum" NA 0.225 NA NA -1.49165487677772 NA
"Hieracium racemosum" NA 0.225 NA NA -1.49165487677772 NA
"Iris aphylla" NA 0.225 NA NA -1.49165487677772 NA
"Lepidium perfoliatum" NA 0.225 NA NA -1.49165487677772 NA
"Melica picta" NA 0.225 NA NA -1.49165487677772 NA
"Myosotis decumbens" NA 0.225 NA NA -1.49165487677772 NA
"Ornithogalum boucheanum" NA 0.225 NA NA -1.49165487677772 NA
"Poa cenisia" NA 0.225 NA NA -1.49165487677772 NA
"Scilla amoena" NA 0.225 NA NA -1.49165487677772 NA
"Scorzonera parviflora" NA 0.225 NA NA -1.49165487677772 NA
"Ventenata dubia" NA 0.225 NA NA -1.49165487677772 NA
"Orobanche reticulata" NA 0.2375 NA NA -1.43758765550744 NA
"Festuca duvalii" NA 0.24 NA NA -1.42711635564015 NA
"Aremonia agrimonoides" NA 0.241666667 NA NA -1.42019591141626 NA
"Saxifraga rotundifolia" NA 0.25 0.043 NA -1.38629436111989 -3.14655516328857
"Potentilla supina" NA 0.25 0.065166667 NA -1.38629436111989 -2.73080718310974
"Papaver hybridum" NA 0.25 0.1394 NA -1.38629436111989 -1.97040778065571
"Erucastrum gallicum" NA 0.25 0.182 NA -1.38629436111989 -1.70374859190534
"Sisymbrium austriacum" NA 0.25 0.259 NA -1.38629436111989 -1.3509272172826
"Potentilla inclinata" NA 0.25 0.352666667 NA -1.38629436111989 -1.04223195428682
"Eleocharis austriaca" NA 0.25 0.65545 NA -1.38629436111989 -0.422433256338319
"Doronicum columnae" NA 0.25 0.766 NA -1.38629436111989 -0.266573109241546
"Rumex pulcher" NA 0.25 2.269992793 NA -1.38629436111989 0.819776656598404
"Daphne cneorum" NA 0.25 4.4 NA -1.38629436111989 1.48160454092422
"Agrostis agrostiflora" NA 0.25 NA NA -1.38629436111989 NA
"Amaranthus crispus" NA 0.25 NA NA -1.38629436111989 NA
"Cephalanthera rubra" NA 0.25 NA NA -1.38629436111989 NA
"Dentaria enneaphyllos" NA 0.25 NA NA -1.38629436111989 NA
"Deschampsia littoralis" NA 0.25 NA NA -1.38629436111989 NA
"Doronicum grandiflorum" NA 0.25 NA NA -1.38629436111989 NA
"Epilobium collinum" NA 0.25 NA NA -1.38629436111989 NA
"Epimedium alpinum" NA 0.25 NA NA -1.38629436111989 NA
"Erodium ballii" NA 0.25 NA NA -1.38629436111989 NA
"Euphrasia micrantha" NA 0.25 NA NA -1.38629436111989 NA
"Pulmonaria mollis" NA 0.25 NA NA -1.38629436111989 NA
"Silene viscosa" NA 0.25 NA NA -1.38629436111989 NA
"Thesium rostratum" NA 0.25 NA NA -1.38629436111989 NA
"Swertia perennis" NA 0.26 0.361 NA -1.34707364796661 -1.01887732064926
"Elatine alsinastrum" NA 0.26 NA NA -1.34707364796661 NA
"Atriplex longipes" NA 0.2625 NA NA -1.33750419695046 NA
"Rhodothamnus chamaecistus" NA 0.275 0.06 NA -1.29098418131557 -2.81341071676004
"Epilobium fleischeri" NA 0.275 0.17 NA -1.29098418131557 -1.77195684193188
"Erysimum marschallianum" NA 0.275 0.21 NA -1.29098418131557 -1.56064774826467
"Carex brunnescens" NA 0.275 0.395333333 NA -1.29098418131557 -0.928025988935746
"Alopecurus bulbosus" NA 0.275 0.4584 NA -1.29098418131557 -0.780013113581607
"Camelina alyssum" NA 0.275 1.129 NA -1.29098418131557 0.121332285167525
"Festuca heterophylla" NA 0.275 1.322 NA -1.29098418131557 0.279145741429495
"Bupleurum ranunculoides" NA 0.275 1.636666667 NA -1.29098418131557 0.492661653341986
"Calepina irregularis" NA 0.275 6.205 NA -1.29098418131557 1.82535541865657
"Vicia lutea" NA 0.275 48.0227 NA -1.29098418131557 3.87167381578471
"Crepis bocconi" NA 0.275 NA NA -1.29098418131557 NA
"Fumaria rostellata" NA 0.275 NA NA -1.29098418131557 NA
"Gaudinia fragilis" NA 0.275 NA NA -1.29098418131557 NA
"Mercurialis ovata" NA 0.275 NA NA -1.29098418131557 NA
"Pedicularis rostratospicata" NA 0.275 NA NA -1.29098418131557 NA
"Rhinanthus pulcher" NA 0.275 NA NA -1.29098418131557 NA
"Orobanche elatior" NA 0.2875 0.005 NA -1.24653241874473 -5.29831736654804
"Silene tatarica" NA 0.3 0.165466667 NA -1.20397280432594 -1.79898551230529
"Phleum hirsutum" NA 0.3 0.3 NA -1.20397280432594 -1.20397280432594
"Amaranthus albus" NA 0.3 0.3474 NA -1.20397280432594 -1.05727842517513
"Arabis turrita" NA 0.3 0.522496 NA -1.20397280432594 -0.649137950674867
"Lactuca saligna" NA 0.3 0.66045 NA -1.20397280432594 -0.414833858112265
"Lactuca viminea" NA 0.3 1.156 NA -1.20397280432594 0.144965770250186
"Linum tenuifolium" NA 0.3 1.29 NA -1.20397280432594 0.254642218373581
"Gladiolus imbricatus" NA 0.3 2.92 NA -1.20397280432594 1.07158361628019
"Tulipa sylvestris" NA 0.3 8.821 NA -1.20397280432594 2.17713524227663
"Centaurea triumfettii" NA 0.3 9.82 NA -1.20397280432594 2.28442112236637
"Alopecurus rendlei" NA 0.3 NA NA -1.20397280432594 NA
"Amaranthus deflexus" NA 0.3 NA NA -1.20397280432594 NA
"Asplenium adiantum-nigrum" NA 0.3 NA NA -1.20397280432594 NA
"Asplenium cuneifolium" NA 0.3 NA NA -1.20397280432594 NA
"Cystopteris montana" NA 0.3 NA NA -1.20397280432594 NA
"Cystopteris sudetica" NA 0.3 NA NA -1.20397280432594 NA
"Dentaria pentaphyllos" NA 0.3 NA NA -1.20397280432594 NA
"Dryopteris villarii" NA 0.3 NA NA -1.20397280432594 NA
"Eryngium planum" NA 0.3 NA NA -1.20397280432594 NA
"Rubus placidus" NA 0.3 NA NA -1.20397280432594 NA
"Tephroseris tenuifolia" NA 0.3 NA NA -1.20397280432594 NA
"Tozzia alpina" NA 0.3 NA NA -1.20397280432594 NA
"Gentiana cruciata" NA 0.325 0.134 NA -1.1239300966524 -2.00991547903123
"Chenopodium capitatum" NA 0.325 0.220666667 NA -1.1239300966524 -1.51110201020266
"Erysimum crepidifolium" NA 0.325 0.392 NA -1.1239300966524 -0.936493439191674
"Festuca rupicola" NA 0.325 0.46 NA -1.1239300966524 -0.776528789498996
"Dianthus seguieri" NA 0.325 0.98875 NA -1.1239300966524 -0.0113137599002734
"Festuca trichophylla" NA 0.325 1.285444444 NA -1.1239300966524 0.251104529364781
"Pedicularis foliosa" NA 0.325 1.66 NA -1.1239300966524 0.506817602368452
"Allium ampeloprasum" NA 0.325 3 NA -1.1239300966524 1.09861228866811
"Neslia paniculata" NA 0.325 3.02 NA -1.1239300966524 1.10525683138678
"Calendula officinalis" NA 0.325 4.12 NA -1.1239300966524 1.41585316336144
"Muscari tenuiflorum" NA 0.325 4.458 NA -1.1239300966524 1.49470023496368
"Hibiscus trionum" NA 0.325 5.724 NA -1.1239300966524 1.7446678616942
"Adonis flammea" NA 0.325 9.88 NA -1.1239300966524 2.29051251175978
"Anthemis austriaca" NA 0.325 NA NA -1.1239300966524 NA
"Campanula rhomboidalis" NA 0.325 NA NA -1.1239300966524 NA
"Cypripedium calceolus" NA 0.325 NA NA -1.1239300966524 NA
"Epipactis leptochila" NA 0.325 NA NA -1.1239300966524 NA
"Equisetum pratense" NA 0.325 NA NA -1.1239300966524 NA
"Glaucium corniculatum" NA 0.325 NA NA -1.1239300966524 NA
"Onosma arenaria" NA 0.325 NA NA -1.1239300966524 NA
"Ornithogalum nutans" NA 0.325 NA NA -1.1239300966524 NA
"Pedicularis recutita" NA 0.325 NA NA -1.1239300966524 NA
"Traunsteinera globosa" NA 0.325 NA NA -1.1239300966524 NA
"Tulipa gesneriana" NA 0.325 NA NA -1.1239300966524 NA
"Barbarea verna" NA 0.333333333 1.051 NA -1.09861228966811 0.049742091894814
"Carum verticillatum" NA 0.341666667 0.948 NA -1.07391967510213 -0.0534007767271153
"Orobanche minor" NA 0.35 0.016225 NA -1.04982212449868 -4.12120201639198
"Epilobium lanceolatum" NA 0.35 0.09345 NA -1.04982212449868 -2.37032874508057
"Sisymbrium volgense" NA 0.35 0.182 NA -1.04982212449868 -1.70374859190534
"Crepis pulchra" NA 0.35 0.384 NA -1.04982212449868 -0.95711272639441
"Linum flavum" NA 0.35 1.053 NA -1.04982212449868 0.0516432331518384
"Bupleurum gerardii" NA 0.35 1.16 NA -1.04982212449868 0.148420005118273
"Cynosurus echinatus" NA 0.35 1.3948 NA -1.04982212449868 0.332751035819359
"Viola elatior" NA 0.35 1.614333333 NA -1.04982212449868 0.478922074546499
"Eschscholzia californica" NA 0.35 1.745 NA -1.04982212449868 0.556754555654391
"Gladiolus palustris" NA 0.35 2.365520833 NA -1.04982212449868 0.860998223067828
"Cirsium rivulare" NA 0.35 2.379166667 NA -1.04982212449868 0.866750286454124
"Euphorbia platyphyllos" NA 0.35 2.4516 NA -1.04982212449868 0.89674087262944
"Ononis natrix" NA 0.35 2.99 NA -1.04982212449868 1.0952733874026
"Rhinanthus glacialis" NA 0.35 3.4328 NA -1.04982212449868 1.23337625469518
"Chamaecytisus ratisbonensis" NA 0.35 5.65 NA -1.04982212449868 1.73165554515835
"Consolida hispanica" NA 0.35 NA NA -1.04982212449868 NA
"Corispermum marschallii" NA 0.35 NA NA -1.04982212449868 NA
"Lathyrus bauhini" NA 0.35 NA NA -1.04982212449868 NA
"Lathyrus pannonicus" NA 0.35 NA NA -1.04982212449868 NA
"Orobanche rapum-genistae" NA 0.35 NA NA -1.04982212449868 NA
"Rubus silvaticus" NA 0.35 NA NA -1.04982212449868 NA
"Scorzonera purpurea" NA 0.35 NA NA -1.04982212449868 NA
"Vicia orobus" NA 0.366666667 21.177 NA -1.00330210795469 3.05291568708144
"Linaria spartea" NA 0.375 0.0586 NA -0.980829253011726 -2.83702058239917
"Phyteuma ovatum" NA 0.375 0.104666667 NA -0.980829253011726 -2.25697457855728
"Erigeron atticus" NA 0.375 0.238 NA -0.980829253011726 -1.43548460531066
"Elsholtzia ciliata" NA 0.375 0.311 NA -0.980829253011726 -1.1679623668029
"Ranunculus illyricus" NA 0.375 0.4456 NA -0.980829253011726 -0.808333590369063
"Senecio subalpinus" NA 0.375 0.499 NA -0.980829253011726 -0.695149183230618
"Gentiana pannonica" NA 0.375 0.581 NA -0.980829253011726 -0.543004522130226
"Gentiana punctata" NA 0.375 0.657 NA -0.980829253011726 -0.420071260497527
"Galium lucidum" NA 0.375 0.793333333 NA -0.980829253011726 -0.231511801404894
