"sla" "height" "sm" "log_sla" "log_height" "log_sm"
"Lathyrus latifolius" 18.7 2 47.254 2.92852352386054 0.693147180559945 3.85553730644128
"Erigeron uniflorus" 18.71033334 0.055 0.232 2.92907595626839 -2.90042209374967 -1.46101790731583
"Vaccaria hispanica" 18.73 0.5325 7.525 2.930126516456 -0.630172381398557 2.01823081063494
"Malus sylvestris" 18.75130719 6 23.634 2.93126346678632 1.79175946922805 3.16268635321682
"Calamagrostis stricta" 18.76 NA NA 2.93172694357808 NA NA
"Lonicera caprifolium" 18.765 4.875 8.04 2.93199343258698 1.58412010444981 2.08442908319087
"Selinum carvifolia" 18.79333333 0.483333333 1.502977778 2.93350219684049 -0.727048732925282 0.407448325565063
"Saxifraga hypnoides" 18.8 0.081666667 0.04212 2.9338568698359 -2.50510935302389 -3.16723259171636
"Carex laevigata" 18.8 NA 1.17267 2.9338568698359 NA 0.159283200167378
"Rumex hydrolapathum" 18.81 1.575 3.562761538 2.93438864331294 0.454255272277596 1.27053595707552
"Arabis sagittata" 18.815 0.425 0.1 2.9346544240454 -0.85566611005772 -2.30258509299405
"Spergula arvensis" 18.88222222 0.2 0.346436364 2.93822085612149 -1.6094379124341 -1.06005613089824
"Scleranthus perennis" 18.93 0.1625 1.38335 2.94074796522123 -1.81707727721234 0.324508093694689
"Achillea millefolium" 18.93520758 0.3955 0.131833333 2.94102302406103 -0.927604491774428 -2.02621678297098
"Salvia officinalis" 18.93666667 0.375 6.58 2.94110007807695 -0.980829253011726 1.88403474533723
"Erigeron acris" 18.96428572 0.325 0.11052 2.94255751136805 -1.1239300966524 -2.20255877892692
"Angelica archangelica" 18.97666667 0.758333333 4.097625 2.94321015447054 -0.276632236704756 1.41040753757688
"Juncus bulbosus" 18.995 0.09 0.020428571 2.94417578663959 -2.40794560865187 -3.89082081875656
"Hornungia petraea" 19 0.061666667 0.071266667 2.94443897916644 -2.78601173716652 -2.64132656438203
"Chenopodium ficifolium" 19.00333333 0.54 0.3463 2.94461440219997 -0.616186139423817 -1.06044982757376
"Ranunculus fluitans" 19.01 0.02 0.56 2.94496515650034 -3.91202300542815 -0.579818495252942
"Campanula barbata" 19.01140684 0.185 NA 2.94503915902247 -1.68739945390381 NA
"Carex pauciflora" 19.015 0.065 0.624186225 2.94522814138022 -2.7333680090865 -0.471306517636322
"Carduus acanthoides" 19.015 0.65 2.972818182 2.94522814138022 -0.430782916092454 1.08951038573816
"Potentilla aurea" 19.01920168 0.075 NA 2.94544908357601 -2.59026716544583 NA
"Potentilla palustris" 19.02 0.35 0.4414 2.94549105711724 -1.04982212449868 -0.817803785159501
"Cerastium semidecandrum" 19.025 0.06 0.036953636 2.94575390374775 -2.81341071676004 -3.29809123318158
"Anchusa azurea" 19.04 0.89 NA 2.94654202936322 -0.116533816255952 NA
"Hieracium maculatum" 19.05 0.41 0.4856 2.94706710157271 -0.891598119283784 -0.722370039236849
"Schoenoplectus lacustris" 19.06666667 2.5 2.081625 2.94794160989247 0.916290731874155 0.733148838696298
"Hieracium humile" 19.07 0.165 NA 2.94811641961233 -1.80180980508156 NA
"Scorzonera humilis" 19.12666667 0.25 3.7106 2.95108352205939 -1.38629436111989 1.31119358861064
"Apera spica-venti" 19.13333333 0.55 0.128 2.9514320144832 -0.59783700075562 -2.05572501506252
"Vicia ervilia" 19.18 0.41 43.51866667 2.95386806945529 -0.891598119283784 3.77318996490005
"Bromus secalinus" 19.18 0.87 9.916025 2.95386806945529 -0.139262067333508 2.29415213534766
"Rosa subcollina" 19.2 NA 18.5 2.95491027903374 NA 2.91777073208428
"Narcissus poeticus" 19.2 NA NA 2.95491027903374 NA NA
"Centaurea scabiosa" 19.20333333 0.825 6.445616667 2.9550838749026 -0.192371892647456 1.86340031327247
"Bromus arvensis" 19.205 0.332 2.625666667 2.95517066179787 -1.10262031006565 0.965334832180029
"Scabiosa columbaria" 19.20832895 0.283333333 1.951818182 2.95534398444911 -1.26113121934236 0.668761339185472
"Moneses uniflora" 19.22692983 0.0875 0.002 2.95631189162823 -2.43611648561857 -6.21460809842219
"Helianthus annuus" 19.235 1.8 NA 2.95673153620426 0.587786664902119 NA
"Acinos arvensis" 19.2375 0.2 0.615533333 2.956861499165 -1.6094379124341 -0.485266178853255
"Sagina procumbens" 19.25 0.13 0.015703704 2.95751106073379 -2.04022082852655 -4.15385867088658
"Senecio paludosus" 19.26 1.25 0.6685 2.95803040636998 0.22314355131421 -0.402718882440139
"Plantago media" 19.26133508 0.171666667 0.385075 2.95809972276297 -1.76220066504476 -0.954317158471616
"Alchemilla filicaulis" 19.26666667 0.1375 0.57455 2.95837648718323 -1.98413136187551 -0.554168153278494
"Leucanthemum vulgare" 19.27325189 0.364 0.383433333 2.95871822221071 -1.0106014113454 -0.958589511617621
"Wolffia arrhiza" 19.29 5e-04 NA 2.95958682691764 -7.60090245954208 NA
"Narcissus pseudonarcissus" 19.3 0.225 5.811733333 2.96010509591084 -1.49165487677772 1.75987886251502
"Rubus caesius" 19.3 0.475 3.7628451 2.96010509591084 -0.744440474947496 1.32517534679912
"Ambrosia coronopifolia" 19.34 0.45 NA 2.96217549002515 -0.798507696217772 NA
"Rudbeckia hirta" 19.35 0.2 NA 2.96269241947579 -1.6094379124341 NA
"Festuca rubra" 19.35728571 0.483333333 0.910514286 2.96306887108961 -0.727048732925282 -0.0937456896574997
"Rosa multiflora" 19.36 1.5 5.48 2.96320908184843 0.405465108108164 1.70110510095992
"Lobelia dortmanna" 19.37 0.04 0.049 2.9637254774189 -3.2188758248682 -3.01593498087151
"Melilotus officinalis" 19.375 1.075 2.958794737 2.96398357523941 0.0723206615796261 1.08478200196833
"Juncus articulatus" 19.37757738 0.325 0.020611111 2.96411659245674 -1.1239300966524 -3.8819249796617
"Arnica montana" 19.385 0.275 1.47 2.96449957112289 -1.29098418131557 0.385262400790645
"Arenaria serpyllifolia" 19.389 0.165 0.067110606 2.96470589494887 -1.80180980508156 -2.70141318490193
"Galium boreale" 19.41142927 0.316666667 0.709 2.96586203022471 -1.14990558200303 -0.34389975245001
"Rosa majalis" 19.41747573 1.25 12.188 2.96617347140745 0.22314355131421 2.50045186112346
"Poa compressa" 19.42 0.375 0.204577778 2.96630346286318 -0.980829253011726 -1.58680704328902
"Carex pilulifera" 19.425 0.1 1.226612903 2.96656089625371 -2.30258509299405 0.204256633476121
"Galium verrucosum" 19.47 0.1025 15.488 2.96887481938411 -2.27789248040367 2.74006553053422
"Carex distans" 19.47 0.2 1.438142857 2.96887481938411 -1.6094379124341 0.363352598592639
"Sparganium erectum" 19.49333333 0.375 18.3422 2.97007252660241 -0.980829253011726 2.90920441601363
"Crataegus laevigata" 19.51 6 275.9989 2.97092715463502 1.79175946922805 5.62039688020196
"Agrimonia procera" 19.52333333 0.95 19.86 2.97161033126285 -0.0512932943875506 2.98870765861703
"Lathyrus nissolia" 19.52333333 0.375 9.207 2.97161033126285 -0.980829253011726 2.21996406430571
"Calamagrostis canescens" 19.5275 1 0.0895 2.97182372850232 0 -2.41351665370133
"Potentilla intermedia" 19.53 0.3325 0.44 2.97195174488859 -1.10111541888623 -0.82098055206983
"Spiraea salicifolia" 19.53 1.25 NA 2.97195174488859 0.22314355131421 NA
"Alchemilla subcrenata" 19.535 0.5 NA 2.97220772850703 -0.693147180559945 NA
"Symphoricarpos albus" 19.552 1.5 7.667 2.97307758298918 0.405465108108164 2.03692540457676
"Alchemilla xanthochlora" 19.55666667 0.415 0.3272 2.9733162344401 -0.879476758751439 -1.11718367425355
"Aster novi-belgii" 19.6 1.075 0.409 2.97552956623647 0.0723206615796261 -0.894040122939335
"Amelanchier spicata" 19.60784314 4.5 NA 2.97592964639781 1.50407739677627 NA
"Sambucus nigra" 19.61074275 5.875 40.9057 2.9760775155746 1.77070606003022 3.71126941764163
"Daucus carota" 19.61624252 0.393 1.162881452 2.97635792305421 -0.933945667112876 0.150900935408941
"Tussilago farfara" 19.625 0.185 0.225233333 2.97680426366847 -1.68739945390381 -1.49061837857206
"Carex montana" 19.635 0.165 0.65 2.97731368802997 -1.80180980508156 -0.430782916092454
"Molinia caerulea" 19.637 0.7875 0.714553846 2.97741554176809 -0.238891908282349 -0.336096922660309
"Glaux maritima" 19.65 0.138333333 0.334575 2.97807733831527 -1.97808904982919 -1.0948942092997
"Galeopsis ladanum" 19.655 0.45 1.2 2.97833175887382 -0.798507696217772 0.182321556793955
"Acer platanoides" 19.65537759 26.25 100.828 2.97835096957711 3.26766598903763 4.61341609484194
"Ophrys apifera" 19.66666667 0.15 NA 2.9789251554071 -1.89711998488588 NA
"Amaranthus caudatus" 19.67 0.715 0.669 2.97909463240097 -0.335472736288129 -0.401971218853909
"Frangula alnus" 19.68483525 3.857142857 125.9291429 2.97984855504394 1.34992671691198 4.83571939083244
"Erodium lebelii" 19.69 0.15 0.5 2.98011089265103 -1.89711998488588 -0.693147180559945
"Lamium amplexicaule" 19.7 0.133333333 0.5788 2.98061863574394 -2.01490302304226 -0.546798284224808
"Knautia arvensis" 19.70591065 0.433333333 4.131557576 2.98091862373797 -0.836248024969849 1.41865447292065
"Xanthium strumarium" 19.71333333 0.53 NA 2.98129522558713 -0.63487827243597 NA
"Betonica officinalis" 19.71625 0.308333333 1.35145 2.98144316881955 -1.1765738312189 0.301178090119551
"Serratula tinctoria" 19.728 0.5 2.72874 2.98203894642199 -0.693147180559945 1.00383996419367
"Tripleurospermum maritimum" 19.73879868 0.24 0.3 2.98258617501061 -1.42711635564015 -1.20397280432594
"Reseda luteola" 19.7425 0.6925 0.292012121 2.9827736723896 -0.367447040920644 -1.23095996730141
"Trifolium montanum" 19.7475 0.275 0.990214286 2.98302690105644 -1.29098418131557 -0.0098339087704817
"Polystichum setiferum" 19.75 0.8 NA 2.98315349134713 -0.22314355131421 NA
"Glyceria maxima" 19.78808995 1.3 0.571 2.98508023903938 0.262364264467491 -0.560366069326127
"Rhinanthus minor" 19.80086993 0.383333333 2.678866071 2.98572587259392 -0.958850347162516 0.985393597151568
"Senecio abrotanifolius" 19.82 0.21 NA 2.98669152890184 -1.56064774826467 NA
"Parthenocissus inserta" 19.835 10 20.42 2.98744805396629 2.30258509299405 3.01651481273652
"Himantoglossum hircinum" 19.84 0.25 NA 2.98770010185673 -1.38629436111989 NA
"Alchemilla propinqua" 19.86 NA NA 2.98870765861703 NA NA
"Hypochaeris maculata" 19.87 0.115 1.644798214 2.98921105656373 -2.16282315061889 0.497617710431816
"Silene vulgaris" 19.87 0.27 0.939154074 2.98921105656373 -1.30933331998376 -0.0627757301669356
"Rhinanthus angustifolius" 19.895 0.333333333 2.3424 2.99046844387889 -1.09861228966811 0.851176044784855
"Pedicularis oederi" 19.9 0.06 0.960723404 2.99071973173045 -2.81341071676004 -0.0400687324600348
"Asplenium viride" 19.9 0.125 NA 2.99071973173045 -2.07944154167984 NA
"Herniaria glabra" 19.92545455 0.085 0.077986667 2.991998037465 -2.46510402249182 -2.55121740280119
"Agrostis vinealis" 19.94666667 0.11 0.062906667 2.99306204516522 -2.20727491318972 -2.76610312725197
"Ulmus minor" 19.96 30.25 9 2.99373027088332 3.40949618447685 2.19722457733622
"Linaria vulgaris" 19.98333333 0.416666667 0.174676923 2.99489859263861 -0.8754687365539 -1.74481716558748
"Camelina microcarpa" 19.99 0.3 0.317 2.99523214851231 -1.20397280432594 -1.14885350510486
"Sambucus ebulus" 19.995 0.85 63.6874 2.99548224229878 -0.162518929497775 4.15398674081488
"Carex vulpina" 20.0244613 NA 1.365766667 2.99695459121929 NA 0.31171593177039
"Malva moschata" 20.03333333 0.416666667 2.269 2.99739755270666 -0.8754687365539 0.819339205797705
"Ribes nigrum" 20.03596491 1.216666667 47.51558334 2.99752890414626 0.196114879200263 3.86105772755309
"Ranunculus platanifolius" 20.075 0.575 4.9715 2.99947525983283 -0.553385238184787 1.60372160543799
"Dipsacus fullonum" 20.07671667 0.9 2.709285714 2.99956076900371 -0.105360515657826 0.996685025980092
"Campanula cervicaria" 20.08 0.325 0.095 2.99972429482353 -1.1239300966524 -2.3538783873816
"Orchis ustulata" 20.095 0.125 NA 3.00047102790116 -2.07944154167984 NA
"Verbascum pulverulentum" 20.1 0.725 0.16596 3.00071981506503 -0.321583624127462 -1.79600848351747
"Prunella grandiflora" 20.11 0.1325 0.855333333 3.00121720378456 -2.02117263355586 -0.156264022864377
"Medicago polymorpha" 20.125 0.3625 2.946 3.00196282330463 -1.01473080468741 1.08044831804044
"Achillea macrophylla" 20.13 0.6025 NA 3.0022112396517 -0.506667613617327 NA
"Veronica anagalloides" 20.14 0.3 0.035 3.00270788729042 -1.20397280432594 -3.35240721749272
"Corylus avellana" 20.17305625 2.833333333 805.65 3.00434786502883 1.04145387471051 6.69164940501958
"Solidago gigantea" 20.25 1.375 0.0652 3.00815479355255 0.318453731118535 -2.73029581004953
"Potentilla rupestris" 20.27 0.39 0.29832 3.00914196046391 -0.941608539858445 -1.20958854311157
"Polygala comosa" 20.29 0.15 1.42 3.01012815383772 -1.89711998488588 0.350656871613169
"Atriplex tatarica" 20.31 0.375 NA 3.01111337559229 -0.980829253011726 NA
"Cardamine pratensis" 20.35371128 0.25 0.591222222 3.01326326774234 -1.38629436111989 -0.525563322097856
"Hieracium laevigatum" 20.36 NA 0.415 3.01357219168232 NA -0.879476758751439
"Isolepis setacea" 20.41 0.06 0.066734 3.01602497682175 -2.81341071676004 -2.70704071080904
"Rumex thyrsiflorus" 20.43 0.575 0.634625 3.01700440882953 -0.553385238184787 -0.454721005714579
"Euphorbia palustris" 20.43 0.975 9.4425 3.01700440882953 -0.0253178079842899 2.24522077560448
"Pyrola media" 20.49180328 0.138333333 NA 3.02002496618704 -1.97808904982919 NA
"Cryptogramma crispa" 20.5 0.225 NA 3.02042488614436 -1.49165487677772 NA
"Cardaria draba" 20.5 0.275 1.498533333 3.02042488614436 -1.29098418131557 0.404486851771426
"Sanguisorba minor" 20.50016667 0.208333333 4.242316667 3.02043301635521 -1.56861591951385 1.44510950375704
"Alnus incana" 20.51549387 14 0.55 3.02118039920906 2.63905732961526 -0.59783700075562
"Carex caryophyllea" 20.51833333 0.09 1.2992 3.02131879526901 -2.40794560865187 0.261748690425276
"Asperula tinctoria" 20.54 0.425 2.8 3.02237420450041 -0.85566611005772 1.02961941718116
"Polygala amarella" 20.56333333 0.05375 0.84 3.02350955439134 -2.92341161197436 -0.174353387144778
"Carex panicea" 20.566 0.15 2.341057143 3.023639226807 -1.89711998488588 0.850602597864857
"Geranium palustre" 20.59 0.575 4.31 3.0248055210397 -0.553385238184787 1.46093790411566
"Myosurus minimus" 20.59733276 0.0675 0.094033333 3.02516158974268 -2.69562768110365 -2.36410595318714
"Platanthera chlorantha" 20.6 0.145 0.003 3.02529107579554 -1.93102153656156 -5.80914299031403
"Melilotus indicus" 20.6 0.3 2.243 3.02529107579554 -1.20397280432594 0.807814255538071
"Bromus carinatus" 20.6 NA 5.934 3.02529107579554 NA 1.78069852186863
"Tanacetum vulgare" 20.60767032 0.825 0.293024 3.02566335212317 -0.192371892647456 -1.22750076205682
"Trifolium medium" 20.61 0.4 2.1266 3.02577639490237 -0.916290731874155 0.754524460234849
"Geum rivale" 20.61973113 0.316666667 1.024766667 3.02624843922155 -1.14990558200303 0.0244649447247901
"Carex spicata" 20.63666667 0.275 2.38878 3.02706942902456 -1.29098418131557 0.870782775363186
"Poa chaixii" 20.66 0.675 0.782 3.02819946369149 -0.393042588109607 -0.245900538436826
"Chaerophyllum aureum" 20.67 0.875 7.077 3.02868337369368 -0.133531392624523 1.95685008909365
"Avena sativa" 20.68 0.93 30.7075 3.02916704964023 -0.0725706928348354 3.42450692443111
"Alchemilla subglobosa" 20.68 NA NA 3.02916704964023 NA NA
"Vaccinium myrtillus" 20.71952509 0.3135 40.80735556 3.03107649676181 -1.15995591890916 3.70886234849436
"Sesleria albicans" 20.72 0.15 0.90445 3.03109941739128 -1.89711998488588 -0.100428254834493
"Trisetum flavescens" 20.72571429 0.55 0.3034375 3.03137516556617 -0.59783700075562 -1.19257962049649
"Helictotrichon pubescens" 20.742 0.6 1.92416 3.03216063016754 -0.510825623765991 0.654489508869067
"Pisum sativum" 20.75 0.65 234.5426667 3.03254624667671 -0.430782916092454 5.45763751888386
"Dryopteris expansa" 20.765 NA NA 3.03326887708272 NA NA
"Galium verum" 20.78691351 0.383333333 0.505970833 3.03432363053114 -0.958850347162516 -0.681276253648542
"Hieracium umbellatum" 20.795 0.425 0.392038095 3.03471257319487 -0.85566611005772 -0.936396262791005
"Carex atrata" 20.8 0.09 0.621571429 3.03495298670727 -2.40794560865187 -0.475504444627274
"Lavandula angustifolia" 20.8 0.3 1.28 3.03495298670727 -1.20397280432594 0.246860077931526
"Chenopodium rubrum" 20.816 0.81875 0.1260625 3.03572192177015 -0.199976492032675 -2.07097746326771
"Gnaphalium norvegicum" 20.84 0.1425 0.092 3.03687421688517 -1.94841327927343 -2.3859667019331
"Vulpia bromoides" 20.86 0.045 0.456066667 3.03783344957263 -3.10109278921182 -0.785116280592462
"Trifolium striatum" 20.87285714 0.138333333 1.73252 3.0384496134918 -1.97808904982919 0.549576996026834
"Aster novae-angliae" 20.882 1.175 0.434 3.03888754386792 0.161268147596122 -0.834710744881732
"Prunus cerasus" 20.91114428 5.5 254 3.04028223599871 1.70474809223843 5.53733426701854
"Lepidium ruderale" 20.91571146 0.133333333 0.183 3.04050062105001 -2.01490302304226 -1.69826912614072
"Ranunculus polyanthemos" 20.92512438 NA 2.495 3.04095056044389 NA 0.914288729203482
"Poa glauca" 20.93825397 NA 0.352 3.04157781944438 NA -1.04412410338404
"Dictamnus albus" 20.955 0.75 16.226 3.04237728137703 -0.287682072451781 2.78661489397287
"Diplotaxis muralis" 20.96 0.17 0.209333333 3.04261585945284 -1.77195684193188 -1.5638274027744
"Cicuta virosa" 20.96 0.675 1.692133333 3.04261585945284 -0.393042588109607 0.525990060088772
"Dryopteris dilatata" 20.96666667 0.6 NA 3.04293387519727 -0.510825623765991 NA
"Dactylorhiza sphagnicola" 20.97 0.23 NA 3.04309284491383 -1.46967597005894 NA
"Atriplex prostrata" 20.975 0.95 2.15622 3.04333125235327 -0.0512932943875506 0.768356688657267
"Sinapis alba" 20.98 0.385 3.85288 3.04356960296815 -0.954511944694353 1.34882092059634
"Melilotus albus" 20.99 0.633333333 2.8295 3.04404613383254 -0.456758403022031 1.04010001760044
"Urtica urens" 21 0.266666667 0.5132 3.04452243772342 -1.32175583873232 -0.667089646240656
"Arabis caerulea" 21.00840336 0.06 0.24 3.04492251768076 -2.81341071676004 -1.42711635564015
"Centaurea cyanus" 21.06 0.6175 6.18315 3.04737550670583 -0.482076210480005 1.82182785035009
"Poa bulbosa" 21.09 0.11 0.404312 3.04879899449068 -2.20727491318972 -0.905568421845879
"Beta vulgaris" 21.10605501 1.4 20.41135902 3.04955996661336 0.336472236621213 3.01609156059227
"Aconitum napellus" 21.11 0.725 3.802133333 3.04974686186023 -0.321583624127462 1.33556231262545
"Brassica oleracea" 21.11333333 0.666666667 3.912995556 3.04990475228451 -0.405465107608164 1.36430320752612
"Rubus corylifolius agg." 21.15 NA NA 3.05163990549229 NA NA
"Geranium pratense" 21.175 0.408333333 8.36064 3.05282124053812 -0.895671445487746 2.12353497919035
"Inula hirta" 21.18644068 0.275 0.2215 3.05336138648663 -1.29098418131557 -1.50733268949695
"Poa pratensis" 21.19270622 0.3 0.272595238 3.05365707625407 -1.20397280432594 -1.29976722869107
"Sisymbrium altissimum" 21.19333333 0.54625 0.2315 3.05368666665726 -0.604678532572337 -1.46317540545585
"Botrychium lunaria" 21.2 0.175 NA 3.05400118167797 -1.74296930505862 NA
"Sonchus palustris" 21.2 1.9 0.5832 3.05400118167797 0.641853886172395 -0.539225098287689
"Hyacinthoides non-scripta" 21.23333333 0.14 5.59656 3.05557227375302 -1.96611285637283 1.72215212327605
"Ballota nigra" 21.25 0.625 0.85785 3.05635689537043 -0.470003629245736 -0.153326019952702
"Alchemilla glabra" 21.27 0.22875 0.447633333 3.05729762921215 -1.47512557482651 -0.803780834807774
"Centaurium erythraea" 21.28 0.14125 0.012769231 3.05776766447344 -1.95722390895559 -4.36071683001484
"Epilobium anagallidifolium" 21.31 0.05875 0.06190625 3.05917644611053 -2.83446412595787 -2.78213413508331
"Carex umbrosa" 21.31 0.325 0.483 3.05917644611053 -1.1239300966524 -0.727738625329564
"Hieracium cymosum" 21.33 0.2 0.115 3.06011453248326 -1.6094379124341 -2.16282315061889
"Leontodon incanus" 21.36 0.1 1.342866667 3.06152001409199 -2.30258509299405 0.294806632642302
"Cerastium tomentosum" 21.385 0.15 0.449166667 3.06268974167887 -1.89711998488588 -0.800361264124979
"Cystopteris fragilis" 21.4 0.3 NA 3.06339092202781 -1.20397280432594 NA
"Aira praecox" 21.43 0.0725 0.1585 3.06479180948549 -2.62416871712151 -1.8420006856648
"Lathyrus heterophyllus" 21.435 1.5 1.92 3.06502510004994 0.405465108108164 0.65232518603969
"Cerastium arvense" 21.438 0.111666667 0.1776 3.06516504826933 -2.19223703284011 -1.72822144842407
"Sagina apetala" 21.44 0.04 0.012527857 3.0652583362026 -3.2188758248682 -4.37980055423051
"Minuartia verna" 21.45 0.075 0.081285714 3.06572464537403 -2.59026716544583 -2.50978499742606
"Alyssum alyssoides" 21.48 0.11125 0.565714286 3.06712226964066 -2.19597535793579 -0.569666123283874
"Orchis militaris" 21.51 0.2 0.001 3.06851794327964 -1.6094379124341 -6.90775527898214
"Dactylorhiza incarnata" 21.52 0.43 NA 3.06898273529358 -0.843970070294529 NA
"Hyssopus officinalis" 21.55 0.375 0.8955 3.07037581654976 -0.980829253011726 -0.110373057481371
"Briza media" 21.56714286 0.165 0.401122222 3.07117099265681 -1.80180980508156 -0.913489105098067
"Silene latifolia" 21.625 0.475 0.964555556 3.07385005281794 -0.744440474947496 -0.0360878474657721
"Centranthus ruber" 21.63 0.433333333 2.0025 3.07408123996497 -0.836248024969849 0.694396399960377
"Cochlearia anglica" 21.64 0.148333333 1.142933333 3.07454345397828 -1.9082932877312 0.133598056777419
"Odontites luteus" 21.64 0.325 0.22 3.07454345397828 -1.1239300966524 -1.51412773262978
"Prunus padus" 21.68220513 8 137.5 3.07649188403744 2.07944154167984 4.92362391710663
"Solidago virgaurea" 21.68530882 0.5 0.6059 3.07663501836646 -0.693147180559945 -0.501040323031194
"Astragalus danicus" 21.7 0.13 1.355 3.07731226054641 -2.04022082852655 0.303801454331664
"Sonchus arvensis" 21.7 0.875 0.79525 3.07731226054641 -0.133531392624523 -0.229098748352884
"Stratiotes aloides" 21.73 0.125 NA 3.07869379426834 -2.07944154167984 NA
"Coeloglossum viride" 21.75 0.11 NA 3.07961375753469 -2.20727491318972 NA
"Cerastium glomeratum" 21.75 0.145 0.053294 3.07961375753469 -1.93102153656156 -2.93193152450333
"Avena fatua" 21.775 0.75 22.1845 3.08076252273857 -0.287682072451781 3.09939384682616
"Lycopodium clavatum" 21.79 0.115 NA 3.08145114895653 -2.16282315061889 NA
"Baldellia ranunculoides" 21.8 0.125 0.426933333 3.08190996979504 -2.07944154167984 -0.851127406748504
"Sedum cepaea" 21.81 0.13 0.037 3.08236858021354 -2.04022082852655 -3.29683736633791
"Trigonella foenum-graecum" 21.81 0.39 14.939 3.08236858021354 -0.941608539858445 2.70397524306018
"Geranium sanguineum" 21.83333333 0.216666667 9.676066667 3.08343785382042 -1.5293952032221 2.2696554826579
"Carex chordorrhiza" 21.84 0.1 1.7995 3.0837431508767 -2.30258509299405 0.587508848536948
"Phalaris canariensis" 21.84 0.61 6.113 3.0837431508767 -0.49429632181478 1.81041765104659
"Lithospermum officinale" 21.85 0.5 11.52346667 3.0842009215416 -0.693147180559945 2.44438553621381
"Silene noctiflora" 21.9 0.22 1.081026667 3.08648663682246 -1.51412773262978 0.0779112071779626
"Colchicum autumnale" 21.91 0.225 6.24995 3.08694315360738 -1.49165487677772 1.83257346371631
"Bromus inermis" 21.9325 0.475 3.5476 3.0879695550204 -0.744440474947496 1.26627131852016
"Ulmus glabra" 21.95300325 33.33333333 11.48855 3.08890395248532 3.50655789721998 2.44135088720442
"Pseudorchis albida" 21.96 0.135 NA 3.08922261664133 -2.00248050054371 NA
"Cyperus longus" 21.96 0.56 0.063 3.08922261664133 -0.579818495252942 -2.7646205525906
"Ribes uva-crispa" 21.96491791 0.733333333 3.1306 3.0894465401114 -0.310154928758385 1.14122467947199
"Rosa arvensis" 21.975 1 267.1662133 3.08990544357124 0 5.58787098643683
"Minuartia hybrida" 21.98 0.071666667 0.04395 3.09013294897548 -2.63572953487142 -3.12470265485095
"Carex flava" 21.98 NA 0.861541667 3.09013294897548 NA -0.149031858542409
"Parapholis strigosa" 21.99 0.1 1.136 3.09058780456667 -2.30258509299405 0.12751332029896
"Lepidium sativum" 22 0.2425 2.2 3.09104245335832 -1.4167535686046 0.78845736036427
"Rumex conglomeratus" 22 0.725 0.899563158 3.09104245335832 -0.321583624127462 -0.10584601349283
"Pyrola minor" 22.0047181 0.08 0.001485714 3.09125688945616 -2.52572864430826 -6.51185981419783
"Sanguisorba officinalis" 22.00669789 0.475 2.352820988 3.09134685656841 -0.744440474947496 0.855615028653087
"Erysimum cheiranthoides" 22.01449855 0.308333333 0.912384615 3.0917012612967 -1.1765738312189 -0.0916936508359476
"Thlaspi montanum" 22.0367087 0.055 0.679333333 3.09270964010257 -2.90042209374967 -0.386643354358254
"Petasites hybridus" 22.04 0.575 0.23038 3.09285898428471 -0.553385238184787 -1.46802515948378
"Vicia hirsuta" 22.05714286 0.275 5.99044 3.0936364886649 -1.29098418131557 1.79016486518922
"Lathyrus linifolius" 22.06142857 0.233333333 12.9904 3.09383077011484 -1.45528723403541 2.56421062312605
"Knautia dipsacifolia" 22.07 0.4 4.906857143 3.09421922026864 -0.916290731874155 1.59063364378404
"Stachys germanica" 22.1 0.491666667 1.51878 3.09557760852371 -0.70995429819836 0.417907380998052
"Gnaphalium supinum" 22.16666667 0.033333333 0.083333333 3.09858965914407 -3.40119739166216 -2.484906653788
"Gymnadenia odoratissima" 22.17 0.15 NA 3.09874002362822 -1.89711998488588 NA
"Heracleum sphondylium" 22.17196641 1.23125 5.91216 3.09882871658257 0.208029913504162 1.77701124687915
"Rosa pendulina" 22.18 1.25 20.402 3.09919098192222 0.22314355131421 3.01563293526033
"Silene nutans" 22.18666667 0.316666667 0.322707692 3.09949150799508 -1.14990558200303 -1.13100834382776
"Chenopodium album" 22.21413226 0.483333333 0.647 3.10072867463015 -0.727048732925282 -0.435408984481236
"Hypochaeris radicata" 22.21666667 0.065 0.632267143 3.10084275810665 -2.7333680090865 -0.458443279525231
"Fritillaria meleagris" 22.23 0.225 2.468131111 3.10144272797611 -1.49165487677772 0.903461229024311
"Astragalus alpinus" 22.25580551 0.117 NA 3.10260289637583 -2.14558134418438 NA
"Anthriscus nitida" 22.28 0.675 3.358 3.10368941505908 -0.393042588109607 1.21134555865535
"Sisymbrium orientale" 22.325 0.391666667 0.184 3.10570712676256 -0.937344140220923 -1.69281952137315
"Vulpia myuros" 22.38333333 0.2 0.416766667 3.10831663415222 -1.6094379124341 -0.875228765349485
"Scirpus sylvaticus" 22.385 0.775 0.124723077 3.10839109169293 -0.25489224962879 -2.08165938327332
"Cynoglossum officinale" 22.39666667 0.441666667 28.67714286 3.10891213841278 -0.817199828475207 3.35610038942997
"Epilobium nutans" 22.4 0.125 0.075 3.10906095886099 -2.07944154167984 -2.59026716544583
"Anthemis cotula" 22.4 0.285 0.4542 3.10906095886099 -1.25526609871349 -0.789217649310679
"Conyza canadensis" 22.40542762 0.525 0.045625 3.10930323397429 -0.644357016390513 -3.08729946707948
"Vicia angustifolia" 22.41 0.375 13.3306 3.10950728781284 -0.980829253011726 2.59006214443045
